lga_code_2016,earners_persons,median_age_of_earners_years,income_aud,median_aud,mean_aud,p80_to_p20_ratio,p80_to_p50_ratio,p20_to_p50_ratio,p10_to_p50_ratio,gini_coefficient_no,income_share_top_1pc,income_share_top_5pc,income_share_top_10pc,lowest_quartile_pc,second_quartile_pc,third_quartile_pc,highest_quartile_pc,lga_name16
10050,27381.0,43.0,1429404940.0,43695.0,52204.0,4.36,1.75,0.4,0.17,0.44,7.7,19.7,30.1,24.9,27.5,27.9,19.7,Albury (C)
10130,14902.0,46.0,695045704.0,38249.0,46641.0,5.66,1.91,0.34,0.13,0.49200000000000005,7.1,20.1,31.6,30.7,28.7,22.6,18.0,Armidale Regional (A)
10250,22990.0,49.0,1103019924.0,37741.0,47978.0,5.57,1.94,0.35,0.13,0.486,8.1,21.5,32.7,30.8,29.2,21.9,18.1,Ballina (A)
10300,1156.0,45.0,49188074.0,38656.0,42550.0,4.56,1.8,0.39,0.15,0.534,5.2,18.7,30.8,28.7,30.2,25.4,15.7,Balranald (A)
10470,20703.0,44.0,1118598172.0,45164.0,54031.0,4.64,1.83,0.4,0.17,0.43799999999999994,6.2,17.9,28.6,24.5,26.2,25.4,23.9,Bathurst Regional (A)
10550,17941.0,51.0,779669361.0,35737.0,43457.0,5.35,1.84,0.34,0.13,0.47600000000000003,7.5,20.2,31.3,32.8,29.7,23.2,14.2,Bega Valley (A)
10600,6575.0,50.0,269297809.0,32939.0,40958.0,6.43,1.97,0.31,0.1,0.498,6.3,19.4,31.4,35.9,28.9,20.9,14.4,Bellingen (A)
10650,4556.0,49.0,199057739.0,36964.0,43691.0,5.3,1.85,0.35,0.12,0.48200000000000004,6.8,19.3,30.5,32.7,27.8,24.2,15.3,Berrigan (A)
10750,162615.0,39.0,8651546317.0,48236.0,53203.0,3.79,1.64,0.43,0.22,0.385,4.7,15.2,25.3,21.3,25.7,31.3,21.6,Blacktown (C)
10800,3147.0,48.0,164557980.0,38576.0,52290.0,5.71,2.15,0.38,0.14,0.517,8.7,22.6,34.6,30.5,27.9,19.7,21.8,Bland (A)
10850,3769.0,46.0,189379183.0,41780.0,50247.0,5.61,1.92,0.34,0.13,0.48200000000000004,6.9,18.9,30.2,27.8,26.7,23.5,22.0,Blayney (A)
10900,43163.0,47.0,2447762821.0,45821.0,56710.0,5.39,1.94,0.36,0.15,0.457,6.5,18.8,29.8,26.4,23.6,23.3,26.7,Blue Mountains (C)
10950,1573.0,45.0,78224453.0,41296.0,49729.0,5.62,1.96,0.35,0.12,0.496,5.7,18.6,30.4,28.9,26.0,23.1,22.0,Bogan (A)
11100,23800.0,39.0,1360590421.0,48339.0,57168.0,4.04,1.74,0.43,0.23,0.41700000000000004,6.1,17.9,28.4,21.5,25.7,28.3,24.5,Botany Bay (C)
11150,1337.0,43.0,62115627.0,43895.0,46459.0,4.94,1.72,0.35,0.11,0.46799999999999997,4.9,15.8,26.7,26.7,25.3,29.0,19.0,Bourke (A)
11200,567.0,47.0,23740845.0,39822.0,41871.0,4.77,1.76,0.37,0.08,0.516,4.0,15.9,27.5,27.1,30.5,26.8,15.6,Brewarrina (A)
11250,8402.0,45.0,450678203.0,45514.0,53639.0,4.8,1.88,0.39,0.16,0.429,5.2,16.2,27.0,24.5,25.9,25.0,24.5,Broken Hill (C)
13910,9238.0,46.0,417251121.0,38063.0,45167.0,5.12,1.8,0.35,0.12,0.485,7.1,20.3,31.7,30.5,30.2,23.8,15.5,Hilltops (A)
14000,85008.0,45.0,5750182905.0,50292.0,67643.0,5.8,2.02,0.35,0.15,0.494,8.3,22.0,33.7,24.9,21.4,21.5,32.2,Hornsby (A)
14100,8114.0,48.0,1060589707.0,64933.0,130711.0,7.19,2.34,0.33,0.14,0.65,20.5,41.1,52.8,20.8,17.8,17.7,43.7,Hunters Hill (A)
14170,107956.0,39.0,8177091582.0,55989.0,75745.0,4.68,1.88,0.4,0.21,0.483,10.1,24.0,35.1,19.6,21.5,24.1,34.8,Inner West (A)
14200,7861.0,45.0,317362985.0,36457.0,40372.0,5.45,1.72,0.31,0.09,0.507,7.4,19.6,31.0,32.7,30.4,24.5,12.4,Inverell (A)
14300,2720.0,44.0,129424936.0,40700.0,47583.0,5.05,1.8,0.36,0.12,0.457,5.8,17.5,29.1,29.0,26.8,26.3,17.9,Junee (A)
14350,12361.0,49.0,493760756.0,34345.0,39945.0,5.97,1.83,0.31,0.1,0.47600000000000003,6.2,18.5,29.9,34.5,31.0,21.8,12.7,Kempsey (A)
14400,12397.0,49.0,714562954.0,42895.0,57640.0,5.9,2.08,0.35,0.14,0.491,8.1,21.6,33.1,28.0,25.0,20.6,26.5,Kiama (A)
14500,72823.0,48.0,7479754439.0,56155.0,102711.0,7.95,2.49,0.31,0.13,0.605,14.7,33.2,45.8,24.7,18.9,17.0,39.4,Ku-ring-gai (A)
14550,4172.0,50.0,148374330.0,28949.0,35564.0,8.18,1.97,0.24,0.03,0.551,7.4,21.0,33.4,41.1,28.5,19.6,10.7,Kyogle (A)
14600,3328.0,45.0,162473743.0,39332.0,48820.0,5.04,1.93,0.38,0.13,0.48700000000000004,7.3,20.1,31.4,28.3,28.6,23.7,19.4,Lachlan (A)
14650,103379.0,45.0,5837015084.0,45161.0,56462.0,5.09,1.89,0.37,0.14,0.462,7.4,19.9,31.1,25.7,25.0,24.6,24.6,Lake Macquarie (C)
14700,21444.0,42.0,2195463188.0,63080.0,102381.0,5.92,2.12,0.36,0.17,0.5670000000000001,13.8,31.5,43.4,19.8,18.1,20.5,41.6,Lane Cove (A)
14750,5814.0,44.0,265195669.0,41230.0,45613.0,4.4,1.71,0.39,0.15,0.434,5.3,16.6,27.2,27.2,28.8,28.1,15.9,Leeton (A)
14850,22038.0,47.0,978106229.0,37968.0,44383.0,5.12,1.78,0.35,0.13,0.46,6.8,18.9,29.9,30.4,30.0,24.8,14.8,Lismore (C)
14870,9666.0,46.0,539337464.0,42809.0,55797.0,6.0,2.1,0.35,0.13,0.483,5.8,18.9,31.1,27.7,25.5,21.8,25.0,Lithgow (C)
14900,91349.0,40.0,4806551987.0,46383.0,52617.0,3.85,1.68,0.44,0.23,0.395,5.4,16.2,26.3,22.0,27.3,29.9,20.8,Liverpool (C)
14920,3914.0,48.0,163555499.0,36062.0,41787.0,6.43,1.88,0.29,0.06,0.562,6.5,20.3,33.2,33.6,28.4,22.2,15.8,Liverpool Plains (A)
14950,1694.0,49.0,83527608.0,42221.0,49308.0,4.52,1.78,0.39,0.16,0.457,5.7,18.6,29.7,27.0,26.5,27.4,19.2,Lockhart (A)
15050,38412.0,41.0,2288405609.0,48450.0,59575.0,4.73,1.88,0.4,0.17,0.44299999999999995,6.4,18.0,29.2,22.9,24.4,25.1,27.6,Maitland (C)
15240,40756.0,51.0,1698339033.0,33629.0,41671.0,6.6,1.91,0.29,0.08,0.501,7.6,20.9,32.6,35.4,30.3,20.2,14.1,Mid-Coast (A)
15270,11840.0,45.0,642546674.0,40115.0,54269.0,6.57,2.2,0.33,0.11,0.515,6.5,19.7,32.7,30.0,26.1,19.8,24.1,Mid-Western Regional (A)
15300,6938.0,43.0,368528745.0,44076.0,53117.0,4.44,1.74,0.39,0.14,0.546,11.0,24.9,35.7,25.5,26.5,28.2,19.8,Moree Plains (A)
15350,19085.0,47.0,2960375622.0,69455.0,155115.0,7.7,2.5,0.33,0.15,0.667,21.6,43.1,55.5,19.7,16.3,17.7,46.3,Mosman (A)
15520,5817.0,48.0,261843359.0,37136.0,45013.0,6.14,1.86,0.3,0.09,0.504,7.3,20.9,32.4,32.9,27.5,23.3,16.3,Murray River (A)
15560,2231.0,46.0,99646736.0,39369.0,44665.0,4.52,1.73,0.38,0.13,0.502,6.2,19.8,31.4,28.5,29.7,26.7,15.1,Murrumbidgee (A)
15650,8245.0,41.0,553929858.0,51165.0,67184.0,6.05,2.3,0.38,0.16,0.466,5.5,16.4,27.7,22.7,23.0,19.8,34.5,Muswellbrook (A)
15700,8377.0,51.0,337348200.0,32134.0,40271.0,6.76,1.92,0.28,0.08,0.505,8.4,21.4,32.9,37.1,29.5,20.8,12.6,Nambucca (A)
15750,7223.0,45.0,364136919.0,41704.0,50414.0,5.79,1.88,0.33,0.1,0.5429999999999999,9.5,22.6,34.2,28.6,26.0,24.8,20.7,Narrabri (A)
15800,3073.0,47.0,139375828.0,38237.0,45355.0,4.87,1.84,0.38,0.12,0.466,6.2,18.8,29.8,29.1,30.9,23.8,16.2,Narrandera (A)
15850,3387.0,46.0,154021940.0,37898.0,45474.0,5.43,1.88,0.35,0.12,0.49,6.8,19.2,30.7,30.4,28.4,24.4,16.8,Narromine (A)
15900,83157.0,41.0,5068544844.0,48037.0,60952.0,4.85,1.85,0.38,0.16,0.467,9.1,21.7,32.4,23.9,23.8,25.3,27.0,Newcastle (C)
15950,46436.0,39.0,4704501058.0,68493.0,101312.0,5.02,1.93,0.38,0.19,0.5329999999999999,14.1,29.8,40.8,17.4,16.7,21.7,44.2,North Sydney (A)
15990,160151.0,44.0,12746520846.0,51299.0,79591.0,5.47,2.07,0.38,0.18,0.545,13.7,29.3,41.0,23.0,22.2,22.2,32.5,Northern Beaches (A)
16100,2765.0,47.0,131807010.0,41820.0,47670.0,5.36,1.79,0.33,0.12,0.46,5.9,17.4,28.2,29.1,24.9,27.0,19.1,Oberon (A)
16150,20914.0,42.0,1193332099.0,47331.0,57059.0,4.53,1.83,0.4,0.18,0.44299999999999995,7.3,19.0,29.5,23.3,25.0,26.5,25.3,Orange (C)
16200,7432.0,45.0,359850004.0,39973.0,48419.0,5.26,1.95,0.37,0.14,0.46399999999999997,5.8,17.8,29.3,28.5,28.5,22.6,20.4,Parkes (A)
16260,119025.0,39.0,6807401374.0,47140.0,57193.0,4.83,1.84,0.38,0.17,0.44799999999999995,6.6,18.8,29.7,25.0,23.7,25.5,25.7,Parramatta (C)
16350,101976.0,40.0,5644373985.0,49442.0,55350.0,3.67,1.65,0.45,0.23,0.389,5.5,16.0,26.0,20.0,25.7,31.0,23.3,Penrith (C)
11300,20056.0,38.0,1090221937.0,39914.0,54359.0,5.09,1.99,0.39,0.18,0.496,9.7,23.4,34.8,29.5,26.4,22.8,21.4,Burwood (A)
11350,18995.0,46.0,867065107.0,31240.0,45647.0,5.82,2.08,0.36,0.14,0.545,13.0,27.4,39.0,37.3,29.3,18.4,14.9,Byron (A)
11400,7122.0,47.0,354882775.0,39834.0,49829.0,5.59,1.93,0.35,0.1,0.502,8.7,21.5,32.8,29.6,26.9,23.6,19.9,Cabonne (A)
11450,37634.0,40.0,2287294202.0,53040.0,60777.0,3.85,1.69,0.44,0.23,0.4,5.7,16.7,26.8,19.1,23.6,28.3,29.0,Camden (A)
11500,76790.0,41.0,3920954330.0,46438.0,51061.0,3.66,1.63,0.45,0.22,0.38,4.6,15.0,25.0,21.6,27.5,31.7,19.2,Campbelltown (C) (NSW)
11520,50720.0,41.0,3820492998.0,54509.0,75325.0,5.31,1.96,0.37,0.18,0.501,10.3,24.4,35.9,22.1,20.8,22.6,34.5,Canada Bay (A)
11570,158702.0,40.0,7759243319.0,40919.0,48892.0,4.33,1.8,0.42,0.2,0.431,6.1,17.9,28.7,27.2,28.5,26.0,18.2,Canterbury-Bankstown (A)
11600,1635.0,44.0,85049360.0,39299.0,52018.0,5.08,1.9,0.37,0.15,0.49700000000000005,7.3,22.2,34.2,28.2,27.2,25.3,19.3,Carrathool (A)
11650,166947.0,45.0,8733740421.0,42501.0,52314.0,4.68,1.85,0.39,0.17,0.452,7.4,19.6,30.5,26.2,27.6,25.2,20.9,Central Coast (C) (NSW)
11700,721.0,46.0,41696195.0,43699.0,57831.0,4.75,2.01,0.42,0.2,0.488,6.3,21.7,33.2,24.3,27.3,23.1,25.3,Central Darling (A)
11720,24838.0,42.0,1380863435.0,43936.0,55595.0,4.97,1.98,0.4,0.17,0.45299999999999996,5.9,17.8,29.6,25.1,27.0,23.3,24.5,Cessnock (C)
11730,23135.0,49.0,931698511.0,33638.0,40272.0,6.27,1.9,0.3,0.09,0.489,6.4,19.1,30.9,35.0,30.8,20.8,13.4,Clarence Valley (A)
11750,2385.0,41.0,160520653.0,52439.0,67304.0,5.66,2.01,0.35,0.14,0.48,9.3,20.3,30.7,23.7,21.5,18.9,35.9,Cobar (A)
11800,37590.0,46.0,1730153055.0,37582.0,46027.0,5.14,1.85,0.36,0.14,0.466,7.2,19.8,31.0,30.7,29.8,23.1,16.3,Coffs Harbour (C)
12000,2259.0,47.0,113131169.0,41743.0,50080.0,5.05,1.86,0.37,0.11,0.46299999999999997,6.1,18.8,30.1,27.7,27.1,25.2,20.1,Coolamon (A)
12150,1847.0,46.0,68744240.0,35741.0,37219.0,6.99,1.86,0.27,0.03,,9.4,24.6,37.4,33.9,29.2,22.2,14.6,Coonamble (A)
12350,6231.0,47.0,263801936.0,35696.0,42337.0,5.81,1.8,0.31,0.1,0.49,8.7,20.8,32.0,33.2,30.3,23.3,13.3,Cowra (A)
12380,99408.0,37.0,4677329598.0,40273.0,47052.0,4.32,1.78,0.41,0.2,0.42200000000000004,5.4,16.8,27.6,28.0,28.6,26.4,17.0,Cumberland (A)
12700,4681.0,48.0,227722976.0,37822.0,48648.0,6.38,2.11,0.33,0.09,0.49700000000000005,6.2,19.3,31.3,31.3,27.0,20.0,21.7,Dungog (A)
12730,5091.0,48.0,232846124.0,39334.0,45737.0,5.3,1.79,0.34,0.12,0.496,6.5,19.3,30.7,29.8,28.1,25.2,16.9,Edward River (A)
12750,18465.0,52.0,770998043.0,33788.0,41755.0,5.41,1.85,0.34,0.13,0.48200000000000004,8.0,21.1,32.4,34.3,31.8,21.1,12.7,Eurobodalla (A)
12850,84374.0,41.0,3871228771.0,40529.0,45882.0,4.02,1.7,0.42,0.21,0.405,5.2,16.1,26.6,26.9,29.9,28.1,15.0,Fairfield (C)
12870,7001.0,48.0,325648952.0,38901.0,46515.0,5.41,1.87,0.35,0.13,0.46399999999999997,6.2,18.8,29.7,31.0,26.8,24.8,17.5,Federation (A)
12900,4711.0,45.0,228484950.0,40389.0,48500.0,4.65,1.83,0.39,0.15,0.47600000000000003,7.3,20.1,31.2,27.6,29.2,25.1,18.1,Forbes (A)
12930,82049.0,42.0,4740355716.0,44474.0,57775.0,4.83,1.9,0.39,0.17,0.474,8.6,21.8,33.0,25.8,25.5,24.6,24.0,Georges River (A)
12950,2060.0,48.0,78986921.0,34010.0,38343.0,6.65,1.88,0.28,0.06,0.535,5.9,18.4,30.3,35.9,27.9,22.9,13.3,Gilgandra (A)
13010,4252.0,50.0,151492169.0,29826.0,35628.0,7.28,1.95,0.27,0.04,0.569,7.8,21.3,33.7,39.2,30.3,19.8,10.7,Glen Innes Severn (A)
13310,14803.0,45.0,745813676.0,43062.0,50383.0,4.64,1.82,0.39,0.16,0.435,5.9,17.2,27.8,25.7,27.6,26.0,20.7,Goulburn Mulwaree (A)
13340,5728.0,48.0,263645623.0,38815.0,46028.0,5.23,1.84,0.35,0.11,0.48200000000000004,6.8,19.3,30.5,30.1,28.1,24.4,17.4,Greater Hume Shire (A)
13450,14159.0,42.0,688735071.0,41551.0,48643.0,4.23,1.69,0.4,0.18,0.445,7.8,19.8,30.2,26.2,29.3,28.0,16.4,Griffith (C)
13510,5654.0,47.0,268707662.0,39306.0,47525.0,5.22,1.83,0.35,0.13,0.47200000000000003,7.0,20.2,31.5,29.3,29.4,24.0,17.3,Gundagai (A)
13550,6306.0,44.0,326507429.0,41560.0,51777.0,5.86,2.0,0.34,0.11,0.512,6.5,19.9,32.2,29.2,25.6,22.5,22.6,Gunnedah (A)
13660,2417.0,48.0,80519853.0,31110.0,33314.0,13.07,1.91,0.15,,,11.5,26.9,40.5,40.9,26.2,21.0,11.9,Gwydir (A)
13800,36282.0,43.0,2031114855.0,46731.0,55981.0,4.11,1.77,0.43,0.22,0.426,7.1,18.6,28.8,22.4,26.5,27.3,23.8,Hawkesbury (C)
13850,1694.0,47.0,78136036.0,38360.0,46125.0,4.64,1.84,0.4,0.16,0.465,7.4,19.4,30.3,28.7,31.2,23.4,16.7,Hay (A)
16380,38612.0,49.0,1765204556.0,36731.0,45716.0,5.87,1.91,0.33,0.11,0.483,7.6,20.6,32.0,32.0,29.4,21.9,16.7,Port Macquarie-Hastings (A)
16400,34769.0,46.0,1808795454.0,41320.0,52023.0,5.39,1.92,0.36,0.13,0.47100000000000003,7.8,20.2,31.3,28.4,26.4,23.6,21.6,Port Stephens (A)
16490,32187.0,43.0,2116803554.0,57327.0,65766.0,3.81,1.68,0.44,0.22,0.40700000000000003,5.7,17.1,27.4,17.7,21.4,27.9,32.9,Queanbeyan-Palerang Regional (A)
16550,80953.0,39.0,6151543440.0,54458.0,75989.0,5.13,1.91,0.37,0.18,0.507,11.4,26.1,37.2,21.9,21.0,23.2,33.9,Randwick (C)
16610,10117.0,47.0,408018755.0,36971.0,40330.0,4.85,1.67,0.34,0.11,0.452,5.5,17.3,28.2,31.6,31.2,25.9,11.3,Richmond Valley (A)
16650,58321.0,40.0,3155042692.0,44931.0,54098.0,4.29,1.79,0.42,0.2,0.433,6.4,18.5,29.3,24.4,26.6,26.7,22.3,Rockdale (C)
16700,64400.0,41.0,4056869910.0,48681.0,62995.0,5.29,1.92,0.36,0.16,0.479,8.0,21.4,32.8,25.2,22.2,23.6,29.0,Ryde (C)
16900,33707.0,42.0,1827080646.0,45007.0,54205.0,4.56,1.88,0.41,0.18,0.428,5.3,16.7,27.7,24.1,26.7,24.9,24.3,Shellharbour (C)
16950,46785.0,48.0,2133694246.0,36867.0,45606.0,5.31,1.91,0.36,0.14,0.469,7.0,19.7,30.9,31.0,30.1,22.3,16.6,Shoalhaven (C)
17000,12655.0,42.0,894006421.0,52569.0,70645.0,6.69,2.34,0.35,0.15,0.47700000000000004,6.2,17.9,29.2,23.5,21.6,18.0,37.0,Singleton (A)
17040,11275.0,46.0,546121069.0,40273.0,48436.0,4.91,1.84,0.37,0.16,0.461,6.9,19.3,30.2,28.3,28.6,24.6,18.5,Snowy Monaro Regional (A)
17080,7578.0,47.0,368163812.0,41244.0,48583.0,4.88,1.84,0.38,0.15,0.444,5.2,16.9,28.0,27.2,28.0,25.2,19.7,Snowy Valleys (A)
17420,91475.0,44.0,6476425557.0,52019.0,70800.0,5.37,1.97,0.37,0.16,0.496,9.9,23.5,34.9,23.3,21.7,21.9,33.1,The Hills Shire (A)
17550,44320.0,47.0,2071564926.0,37377.0,46741.0,5.13,1.88,0.37,0.14,0.475,7.6,20.8,32.1,30.9,29.7,22.8,16.6,Tweed (A)
17620,7551.0,44.0,735562870.0,42636.0,97413.0,6.45,2.16,0.33,0.11,,43.2,50.9,58.7,28.0,25.4,21.4,25.2,Upper Hunter Shire (A)
17640,4355.0,49.0,191972375.0,37061.0,44081.0,6.79,1.94,0.29,0.07,0.511,7.0,19.5,31.2,33.4,27.0,22.2,17.5,Upper Lachlan Shire (A)
17650,3265.0,48.0,131992834.0,35979.0,40427.0,6.55,1.8,0.28,0.06,0.507,6.3,19.0,30.8,34.3,29.6,21.9,14.2,Uralla (A)
17750,33522.0,42.0,1818106747.0,45539.0,54236.0,4.14,1.73,0.42,0.18,0.43700000000000006,8.2,19.7,29.8,23.1,27.2,28.3,21.3,Wagga Wagga (C)
17850,1797.0,50.0,61444476.0,30321.0,34193.0,8.79,1.99,0.23,0.0,0.6940000000000001,9.1,24.1,37.5,39.9,28.9,19.5,11.7,Walcha (A)
17900,2584.0,45.0,81155261.0,34641.0,31407.0,6.88,1.86,0.27,0.03,,7.4,24.2,39.4,35.9,27.3,23.3,13.6,Walgett (A)
17950,1468.0,47.0,76679267.0,42644.0,52234.0,4.86,1.73,0.36,0.14,0.51,10.6,24.2,34.9,27.8,25.5,28.5,18.2,Warren (A)
18020,4320.0,49.0,163796336.0,31334.0,37916.0,7.55,1.98,0.26,0.04,0.5770000000000001,8.1,21.5,34.1,37.5,29.2,20.0,13.3,Warrumbungle Shire (A)
18050,45766.0,37.0,4232778809.0,56744.0,92487.0,5.64,2.05,0.36,0.19,0.574,16.6,33.5,44.7,21.5,19.9,22.0,36.7,Waverley (A)
18100,1845.0,50.0,82689001.0,35697.0,44818.0,5.61,1.95,0.35,0.11,0.499,6.2,20.2,31.9,31.7,29.5,22.1,16.7,Weddin (A)
18200,3177.0,48.0,141041632.0,36630.0,44395.0,6.33,1.92,0.3,0.09,0.507,7.1,20.8,32.4,33.3,27.7,23.1,16.0,Wentworth (A)
18230,26097.0,43.0,1318313810.0,43507.0,50516.0,4.4,1.77,0.4,0.17,0.43700000000000006,6.4,17.8,28.4,25.1,27.9,26.8,20.2,Western Plains Regional (A)
18250,44742.0,42.0,4254907016.0,55563.0,95099.0,6.68,2.25,0.34,0.15,0.584,15.4,32.6,44.6,23.8,19.0,19.6,37.6,Willoughby (C)
18350,26226.0,49.0,1487016880.0,39754.0,56700.0,5.53,2.02,0.37,0.15,0.527,12.5,26.7,37.8,29.4,26.8,22.0,21.9,Wingecarribee (A)
18400,25861.0,43.0,1518649879.0,48820.0,58724.0,4.23,1.8,0.42,0.21,0.42700000000000005,6.3,17.9,28.6,21.4,25.4,26.5,26.7,Wollondilly (A)
18450,102550.0,43.0,5928682681.0,46007.0,57813.0,5.18,1.93,0.37,0.15,0.45899999999999996,6.8,19.2,30.4,25.5,24.4,23.4,26.8,Wollongong (C)
18500,37140.0,43.0,5586934839.0,68760.0,150429.0,6.65,2.36,0.35,0.17,0.669,23.5,44.4,56.1,18.4,17.4,18.5,45.7,Woollahra (A)
18710,9294.0,46.0,578114384.0,51500.0,62203.0,4.78,1.83,0.38,0.16,0.457,6.9,19.2,30.1,22.5,22.3,25.0,30.1,Yass Valley (A)
19399,435.0,48.0,19418853.0,34910.0,44641.0,4.63,1.86,0.4,0.15,0.499,,21.0,33.5,31.3,32.3,22.1,14.3,Unincorporated NSW
20110,6880.0,50.0,289969509.0,34681.0,42147.0,5.54,1.88,0.34,0.13,0.47200000000000003,6.7,19.3,30.5,34.0,29.3,23.2,13.5,Alpine (S)
20260,5975.0,47.0,268894841.0,38131.0,45003.0,5.47,1.82,0.33,0.11,0.473,6.7,19.3,30.5,31.3,28.2,24.5,15.9,Ararat (RC)
20570,51629.0,42.0,2652089284.0,42779.0,51368.0,4.54,1.77,0.39,0.17,0.444,7.7,19.8,30.2,26.1,27.6,26.9,19.4,Ballarat (C)
20660,69751.0,43.0,4315499377.0,48836.0,61870.0,4.83,1.85,0.38,0.17,0.467,8.5,21.3,32.3,23.8,23.4,24.9,27.9,Banyule (C)
20740,15849.0,48.0,669202402.0,34051.0,42224.0,5.37,1.87,0.35,0.13,0.48200000000000004,7.2,20.7,32.1,33.9,31.5,21.1,13.5,Bass Coast (S)
20830,25139.0,46.0,1240454992.0,40483.0,49344.0,5.23,1.87,0.36,0.14,0.469,6.6,19.5,30.7,28.9,27.3,24.2,19.6,Baw Baw (S)
20910,59596.0,48.0,5668070814.0,55569.0,95108.0,6.78,2.3,0.34,0.15,0.584,14.6,32.1,44.3,23.4,19.7,18.9,37.9,Bayside (C)
