LGA_MAIN11,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings,LGA_NAME11
11720,1171,6149,6801,2207,1247,17575,653,18228,Cessnock (C)
11730,1444,7834,6605,1909,790,18582,675,19257,Clarence Valley (A)
11750,135,647,609,182,86,1659,63,1722,Cobar (A)
11800,2093,10447,9105,2501,1028,25174,903,26077,Coffs Harbour (C)
11860,7,105,235,116,70,533,16,549,Conargo (A)
12000,79,465,577,205,119,1445,44,1489,Coolamon (A)
12500,290,1073,1054,257,90,2764,149,2913,Deniliquin (A)
12600,1098,4951,5161,1604,751,13565,474,14039,Dubbo (C)
12700,143,909,1208,495,269,3024,89,3113,Dungog (A)
12750,885,6233,4905,1302,492,13817,518,14335,Eurobodalla (A)
12850,6710,18918,17632,6702,3441,53403,2434,55837,Fairfield (C)
12900,258,1225,1327,401,197,3408,155,3563,Forbes (A)
12950,119,540,566,218,137,1580,71,1651,Gilgandra (A)
13010,286,1301,1127,399,199,3312,156,3468,Glen Innes Severn (A)
13050,142,770,696,238,93,1939,61,2000,Gloucester (A)
13100,5969,23954,20983,5728,2617,59251,2046,61297,Gosford (C)
13310,896,3731,3605,1253,600,10085,373,10458,Goulburn Mulwaree (A)
17100,1650,4656,3279,975,457,11017,361,11378,Strathfield (A)
17150,5046,24508,30000,9144,4773,73471,1880,75351,Sutherland Shire (A)
17200,28299,32497,8705,1106,371,70978,2196,73174,Sydney (C)
17310,1552,7453,7747,2477,1128,20357,786,21143,Tamworth Regional (A)
17350,185,819,793,273,128,2198,93,2291,Temora (A)
17400,213,1003,906,299,170,2591,93,2684,Tenterfield (A)
17420,1419,13090,24979,8440,4516,52444,853,53297,The Hills Shire (A)
17450,67,443,476,162,89,1237,53,1290,Tumbarumba (A)
17500,287,1464,1523,490,275,4039,162,4201,Tumut Shire (A)
17550,2642,14276,11225,2987,1253,32383,1274,33657,Tweed (A)
17620,334,1701,2024,684,329,5072,171,5243,Upper Hunter Shire (A)
17640,98,787,1114,446,279,2724,75,2799,Upper Lachlan Shire (A)
17650,106,681,853,310,189,2139,65,2204,Uralla (A)
22310,5242,19876,17765,4027,1612,48522,1372,49894,Glen Eira (C)
22410,400,2559,2832,1051,585,7427,286,7713,Glenelg (S)
22490,92,1209,2772,1237,843,6153,149,6302,Golden Plains (S)
22620,2658,12889,14387,4851,2271,37056,1162,38218,Greater Bendigo (C)
22670,4947,16930,14622,4767,2053,43319,2172,45491,Greater Dandenong (C)
30900,16,47,46,22,18,149,16,165,Boulia (S)
31000,36163,145159,135956,38153,15694,371125,9652,380777,Brisbane (C)
36070,89,54,16,0,3,162,0,162,Pormpuraaw (S)
36150,38,117,129,46,37,367,13,380,Quilpie (S)
36250,2814,15361,19555,6912,3380,48022,1149,49171,Redland (C)
36300,24,93,89,53,34,293,20,313,Richmond (S)
36360,2854,13307,13916,4766,2318,37161,1375,38536,Rockhampton (R)
36510,507,4182,5158,1976,1108,12931,346,13277,Scenic Rim (R)
36580,290,2533,2874,1175,696,7568,248,7816,Somerset (R)
36630,669,4460,4065,1479,736,11409,451,11860,South Burnett (R)
36660,891,4476,4624,1554,858,12403,459,12862,Southern Downs (R)
31750,4,40,37,11,22,114,6,120,Bulloo (S)
31820,2411,13219,12131,3514,1565,32840,1193,34033,Bundaberg (R)
31900,409,2023,2545,864,430,6271,217,6488,Burdekin (S)
31950,12,38,34,13,5,102,13,115,Burke (S)
32070,4987,21848,20655,5499,2211,55200,1929,57129,Cairns (R)
32250,86,220,173,57,43,579,65,644,Carpentaria (S)
32260,752,3680,3726,1178,534,9870,439,10309,Cassowary Coast (R)
32270,310,2303,3569,1549,952,8683,286,8969,Central Highlands (R)
32310,296,1438,1463,511,314,4022,184,4206,Charters Towers (R)
36810,1003,5683,5954,2011,925,15576,660,16236,Tablelands (R)
36910,3841,19734,20121,6672,3266,53634,1550,55184,Toowoomba (R)
36950,229,330,143,32,22,756,58,814,Torres (S)
36960,613,230,59,8,3,913,31,944,Torres Strait Island (R)
37010,3721,20416,23784,7678,3473,59072,1897,60969,Townsville (C)
50560,26,201,234,79,92,632,24,656,Beverley (S)
50630,22,140,221,108,73,564,14,578,Boddington (S)
50770,22,144,248,104,79,597,17,614,Boyup Brook (S)
50840,72,559,649,266,140,1686,40,1726,Bridgetown-Greenbushes (S)
50910,18,84,112,52,56,322,17,339,Brookton (S)
50980,483,1493,1543,535,293,4347,238,4585,Broome (S)
51080,13,85,133,69,79,379,19,398,Broomehill-Tambellup (S)
51120,23,105,152,58,41,379,10,389,Bruce Rock (S)
51190,935,4668,4393,1407,537,11940,389,12329,Bunbury (C)
51260,520,3656,4448,1433,657,10714,284,10998,Busselton (S)
51310,497,2883,3683,1155,572,8790,179,8969,Cambridge (T)
51330,1826,9691,11470,4113,2167,29267,812,30079,Canning (C)
32330,108,94,32,5,7,246,0,246,Cherbourg (S)
32450,101,286,289,121,56,853,56,909,Cloncurry (S)
32500,150,538,386,123,67,1264,71,1335,Cook (S)
32600,4,31,23,10,12,80,24,104,Croydon (S)
37300,29,280,467,140,49,965,37,1002,Weipa (T)
37310,562,3305,4060,1612,1041,10580,371,10951,Western Downs (R)
37340,771,3826,4024,1219,581,10421,426,10847,Whitsunday (R)
51610,6,80,167,92,68,413,8,421,Chapman Valley (S)
32750,22,41,16,8,10,97,4,101,Diamantina (S)
41750,9,119,178,57,47,410,16,426,Elliston (DC)
32770,108,55,28,7,11,209,4,213,Doomadgee (S)
33100,14,102,116,43,35,310,32,342,Etheridge (S)
33200,47,198,207,104,77,633,34,667,Flinders (S)
33220,2815,15468,12165,3567,1467,35482,1267,36749,Fraser Coast (R)
33360,774,5604,8024,2957,1459,18818,586,19404,Gladstone (R)
33430,11361,65472,70372,20169,8791,176165,5454,181619,Gold Coast (C)
33610,216,1194,1435,556,270,3671,165,3836,Goondiwindi (R)
33620,1012,6413,6386,2057,952,16820,635,17455,Gympie (R)
33800,278,1439,1706,605,294,4322,165,4487,Hinchinbrook (S)
33830,79,95,34,16,3,227,0,227,Hope Vale (S)
33960,3861,19030,21178,7018,3518,54605,1723,56328,Ipswich (C)
33980,161,1624,2782,1184,711,6462,189,6651,Isaac (R)
34420,138,57,26,6,5,232,0,232,Kowanyama (S)
34570,51,42,12,0,3,108,3,111,Lockhart River (S)
34580,541,3459,4513,1840,1071,11424,477,11901,Lockyer Valley (R)
34590,5380,28568,34517,12904,7106,88475,2822,91297,Logan (C)
34710,128,505,516,202,110,1461,66,1527,Longreach (R)
34770,1889,11132,15502,5788,2980,37291,1271,38562,Mackay (R)
34830,28,25,13,3,0,69,3,72,Mapoon (S)
34860,258,1259,1576,718,456,4267,179,4446,Maranoa (R)
35010,7834,44465,51502,16744,8513,129058,3547,132605,Moreton Bay (R)
35250,120,78,27,8,3,236,11,247,Mornington (S)
35300,507,2115,2376,754,363,6115,284,6399,Mount Isa (C)
35600,130,577,567,208,112,1594,60,1654,Murweh (S)
35670,86,57,21,13,3,180,3,183,Napranum (S)
35760,228,1386,1325,506,337,3782,202,3984,North Burnett (R)
35780,206,200,98,35,10,549,13,562,Northern Peninsula Area (R)
35790,227,115,29,6,3,380,7,387,Palm Island (S)
35800,63,258,194,92,60,667,41,708,Paroo (S)
37400,45,176,173,63,55,512,36,548,Winton (S)
37550,107,77,21,7,4,216,8,224,Woorabinda (S)
51960,64,404,459,182,93,1202,45,1247,Coolgardie (S)
52030,20,115,156,78,46,415,5,420,Coorow (S)
37570,31,27,8,5,0,71,0,71,Wujal Wujal (S)
37600,133,166,77,31,11,418,3,421,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,
54280,600,3005,3734,1479,707,9525,350,9875,Kalgoorlie/Boulder (C)
40070,2453,3621,1474,265,80,7893,285,8178,Adelaide (C)
40700,1156,6218,6324,1762,781,16241,355,16596,Burnside (C)
40910,1661,7183,6632,1856,863,18195,514,18709,Campbelltown (C)
41010,117,399,466,163,96,1241,33,1274,Ceduna (DC)
41060,4672,16709,14168,3912,1620,41081,1377,42458,Charles Sturt (C)
41190,26,224,251,107,67,675,13,688,Cleve (DC)
41330,81,259,211,77,29,657,54,711,Coober Pedy (DC)
41830,39,205,241,105,56,646,41,687,Flinders Ranges (DC)
41960,27,125,172,90,44,458,21,479,Franklin Harbour (DC)
42030,686,3117,2766,915,482,7966,212,8178,Gawler (T)
42110,91,543,566,245,189,1634,50,1684,Goyder (DC)
42250,43,528,1127,558,385,2641,74,2715,Grant (DC)
42600,1560,6248,4794,1242,512,14356,479,14835,Holdfast Bay (C)
42750,108,599,689,234,113,1743,38,1781,Kangaroo Island (DC)
43080,8,103,132,79,71,393,19,412,Karoonda East Murray (DC)
43220,14,100,153,82,54,403,10,413,Kimba (DC)
43360,33,302,363,122,72,892,32,924,Kingston (DC)
43650,104,1125,2071,828,562,4690,100,4790,Light (RegC)
43710,37,452,740,305,171,1705,29,1734,Lower Eyre Peninsula (DC)
43790,263,1457,1635,621,369,4345,128,4473,Loxton Waikerie (DC)
43920,66,645,1162,581,405,2859,59,2918,Mallala (DC)
44000,13,7,3,0,0,23,0,23,Maralinga Tjarutja (AC)
44060,3494,13155,11680,3234,1317,32880,957,33837,Marion (C)
44210,130,1108,1146,489,293,3166,120,3286,Mid Murray (DC)
44340,1628,8186,9538,2705,1224,23281,480,23761,Mitcham (C)
44550,469,3228,4625,1507,839,10668,227,10895,Mount Barker (DC)
44620,885,3935,3669,998,397,9884,337,10221,Mount Gambier (C)
44830,41,337,403,189,150,1120,33,1153,Mount Remarkable (DC)
45040,605,2675,2547,890,517,7234,273,7507,Murray Bridge (RC)
45090,143,903,1237,479,247,3009,113,3122,Naracoorte and Lucindale (DC)
45120,70,603,625,281,204,1783,57,1840,Northern Areas (DC)
45290,2008,6554,4497,1083,430,14572,430,15002,Norwood Payneham St Peters (C)
45340,3652,21365,23489,7245,3386,59137,1384,60521,Onkaparinga (C)
45400,18,86,111,70,59,344,10,354,Orroroo/Carrieton (DC)
45540,95,358,194,62,42,751,30,781,Peterborough (DC)
45680,3499,10846,9458,2823,1333,27959,1046,29005,Playford (C)
45890,5982,17869,14140,3706,1337,43034,1617,44651,Port Adelaide Enfield (C)
46090,569,1833,1670,552,219,4843,187,5030,Port Augusta (C)
46300,461,2022,2092,550,196,5321,199,5520,Port Lincoln (C)
46450,808,2707,2217,716,335,6783,227,7010,Port Pirie City and Dists (M)
46510,765,2997,2711,783,345,7601,223,7824,Prospect (C)
46670,251,1230,1292,431,237,3441,147,3588,Renmark Paringa (DC)
46860,13,172,225,89,33,532,11,543,Robe (DC)
46970,27,331,611,203,124,1296,25,1321,Roxby Downs (M)
47140,3792,17803,17079,5064,2238,45976,1390,47366,Salisbury (C)
47290,36,226,301,146,91,800,29,829,Southern Mallee (DC)
47490,28,219,267,136,82,732,23,755,Streaky Bay (DC)
47630,100,722,988,381,230,2421,49,2470,Tatiara (DC)
47700,1893,12238,14531,4556,2059,35277,686,35963,Tea Tree Gully (C)
47800,112,637,752,327,219,2047,72,2119,The Coorong (DC)
47980,1472,5965,5081,1263,522,14303,334,14637,Unley (C)
48050,396,2590,1934,479,201,5600,144,5744,Victor Harbor (C)
48130,135,867,935,335,236,2508,58,2566,Wakefield (DC)
48640,18,114,177,98,56,463,20,483,Wudinna (DC)
48750,70,664,719,250,107,1810,56,1866,Yankalilla (DC)
48260,248,994,1007,284,119,2652,88,2740,Walkerville (M)
48340,251,1438,1820,618,350,4477,125,4602,Wattle Range (DC)
48410,2915,9678,7193,1839,715,22340,674,23014,West Torrens (C)
48540,1225,3451,2787,849,320,8632,306,8938,Whyalla (C)
49399,109,436,369,159,140,1213,97,1310,Unincorporated SA
49499,0,0,0,0,0,0,0,0,
50080,687,4096,4691,1747,904,12125,401,12526,Albany (C)
50210,1177,6778,8373,3137,1882,21347,620,21967,Armadale (C)
50250,93,660,742,268,92,1855,82,1937,Ashburton (S)
51680,9,270,582,358,252,1471,34,1505,Chittering (S)
51750,267,1415,1352,326,147,3507,93,3600,Claremont (T)
52100,25,119,164,71,56,435,7,442,Corrigin (S)
52170,136,906,1137,370,168,2717,62,2779,Cottesloe (T)
52310,3,80,118,78,50,329,8,337,Cuballing (S)
52380,7,42,25,12,8,94,7,101,Cue (S)
52450,10,165,190,58,55,478,6,484,Cunderdin (S)
52520,20,139,173,65,61,458,12,470,Dalwallinu (S)
52590,37,309,448,194,109,1097,39,1136,Dandaragan (S)
52660,93,1145,1865,680,369,4152,134,4286,Dardanup (S)
52730,96,728,784,265,120,1993,44,2037,Denmark (S)
52800,462,509,392,110,86,1559,101,1660,Derby-West Kimberley (S)
52870,62,522,779,343,217,1923,44,1967,Donnybrook-Balingup (S)
52940,15,75,114,32,43,279,3,282,Dowerin (S)
53010,8,73,96,40,34,251,7,258,Dumbleyung (S)
53150,134,904,1077,307,125,2547,64,2611,East Fremantle (T)
53520,841,4187,4798,1815,955,12596,457,13053,Geraldton-Greenough (C)
53570,44,416,673,329,192,1654,44,1698,Gingin (S)
53640,21,127,173,71,68,460,15,475,Gnowangerup (S)
55390,24,19,16,8,9,76,5,81,Menzies (S)
55460,93,369,443,158,112,1175,42,1217,Merredin (S)
53710,13,126,159,46,40,384,8,392,Goomalling (S)
53780,1784,11286,14198,5139,2702,35109,993,36102,Gosnells (C)
53990,244,1967,3384,1356,741,7692,236,7928,Harvey (S)
54060,55,430,504,187,113,1289,36,1325,Irwin (S)
54130,10,109,115,80,61,375,13,388,Jerramungup (S)
54170,1641,14196,23396,8410,4406,52049,948,52997,Joondalup (C)
54200,609,4990,7682,3173,2019,18473,397,18870,Kalamunda (S)
54340,125,510,496,203,114,1448,65,1513,Katanning (S)
54620,20,82,121,50,53,326,11,337,Kondinin (S)
54690,0,44,76,29,23,172,4,176,Koorda (S)
54760,15,73,104,53,68,313,9,322,Kulin (S)
54830,618,3381,3698,1284,663,9644,342,9986,Kwinana (T)
54900,22,144,180,91,77,514,26,540,Lake Grace (S)
54970,46,82,47,9,6,190,18,208,Laverton (S)
55040,37,176,110,24,18,365,25,390,Leonora (S)
55180,208,1078,1334,504,251,3375,106,3481,Manjimup (S)
55250,31,125,61,22,16,255,45,300,Meekatharra (S)
55320,1976,11455,14333,4718,2338,34820,757,35577,Melville (C)
55530,7,40,63,33,31,174,10,184,Mingenew (S)
55600,51,238,325,160,100,874,20,894,Moora (S)
56520,154,554,489,197,96,1490,49,1539,Narrogin (T)
55670,26,92,88,47,26,279,20,299,Morawa (S)
56620,183,102,37,6,3,331,16,347,Ngaanyatjarraku (S)
55740,395,1225,1155,356,132,3263,96,3359,Mosman Park (T)
55810,26,70,46,23,20,185,10,195,Mount Magnet (S)
55950,11,55,63,41,31,201,5,206,Mukinbudin (S)
56020,15,64,88,27,26,220,9,229,Mullewa (S)
56090,365,2846,4935,2275,1609,12030,361,12391,Mundaring (S)
56930,12,119,201,91,52,475,15,490,Peppermint Grove (S)
56160,5,8,5,9,8,35,0,35,Murchison (S)
57490,1769,11987,14702,4654,2113,35225,937,36162,Rockingham (C)
57560,189,1259,2160,924,549,5081,202,5283,Roebourne (S)
56370,15,95,116,40,54,320,4,324,Narembeen (S)
56450,0,41,101,62,69,273,13,286,Narrogin (S)
62410,76,597,684,207,101,1665,52,1717,Glamorgan/Spring Bay (M)
62610,2364,7150,5488,1744,852,17598,697,18295,Glenorchy (C)
62810,2259,8335,6176,1718,623,19111,501,19612,Hobart (C)
63010,254,1891,2268,808,421,5642,169,5811,Huon Valley (M)
63210,88,667,808,408,211,2182,62,2244,Kentish (M)
63410,44,232,253,86,39,654,24,678,King Island (M)
63610,565,4287,5185,1617,754,12408,230,12638,Kingborough (M)
63810,147,1191,1490,543,312,3683,98,3781,Latrobe (M)
64010,2690,9633,8479,2645,1247,24694,740,25434,Launceston (C)
64210,367,2287,2732,1112,646,7144,181,7325,Meander Valley (M)
64610,219,1418,1824,755,411,4627,120,4747,Northern Midlands (M)
64810,213,1689,2010,695,382,4989,144,5133,Sorell (M)
65010,72,575,848,400,296,2191,65,2256,Southern Midlands (M)
65210,30,334,390,97,68,919,34,953,Tasman (M)
65410,394,1870,1893,697,355,5209,166,5375,Waratah/Wynyard (M)
65610,184,790,640,186,77,1877,54,1931,West Coast (M)
56730,239,1151,1332,565,352,3639,136,3775,Northam (S)
57000,7,42,69,33,38,189,4,193,Perenjori (S)
57080,1680,3764,1323,150,72,6989,169,7158,Perth (C)
57630,3,12,18,6,0,39,5,44,Sandstone (S)
70200,714,3053,2761,958,481,7967,430,8397,Alice Springs (T)
58330,36,429,640,269,228,1602,40,1642,Toodyay (S)
72800,516,2644,3815,1117,430,8522,293,8815,Palmerston (C)
74500,518,356,154,52,35,1115,55,1170,Victoria-Daly (S)
58400,8,52,34,27,16,137,3,140,Trayning (S)
58470,17,27,11,5,10,70,3,73,Upper Gascoyne (S)
58540,11,94,125,58,46,334,12,346,Victoria Plains (S)
74560,11,67,53,15,8,154,12,166,Wagait (S)
74660,377,354,192,55,17,995,34,1029,West Arnhem (S)
58570,1529,5490,4164,951,361,12495,314,12809,Vincent (T)
59030,0,28,42,15,9,94,3,97,Westonia (S)
59100,7,68,107,41,50,273,15,288,Wickepin (S)
59170,5,83,168,59,41,356,11,367,Williams (S)
59310,39,162,214,76,49,540,22,562,Wongan-Ballidu (S)
59360,20,157,175,64,50,466,11,477,Yilgarn (S)
59370,46,410,494,209,134,1293,36,1329,York (S)
59499,0,0,0,0,0,0,0,0,
60210,177,950,905,330,137,2499,86,2585,Break O'Day (M)
60410,433,1694,1864,792,389,5172,174,5346,Brighton (M)
60610,647,2952,2567,843,376,7385,231,7616,Burnie (C)
60810,465,2721,3120,1143,546,7995,291,8286,Central Coast (M)
61010,28,281,320,156,93,878,30,908,Central Highlands (M)
61210,149,966,1218,381,185,2899,72,2971,Circular Head (M)
61410,1434,6902,7412,2392,1191,19331,513,19844,Clarence (C)
61510,277,1161,1245,568,299,3550,122,3672,Derwent Valley (M)
61610,880,3679,3350,1027,454,9390,372,9762,Devonport (C)
61810,130,902,970,392,239,2633,64,2697,Dorset (M)
62010,30,107,134,52,15,338,7,345,Flinders (M)
70420,387,517,344,98,56,1402,127,1529,Barkly (S)
70620,268,224,87,24,24,627,38,665,Central Desert (S)
70700,41,149,139,25,23,377,24,401,Coomalie (S)
71000,1925,8609,8684,2795,1179,23192,1054,24246,Darwin (C)
71300,608,367,137,34,23,1169,34,1203,East Arnhem (S)
72200,287,867,939,329,166,2588,201,2789,Katherine (T)
72300,139,1199,2206,1078,774,5396,183,5579,Litchfield (M)
72330,341,362,141,48,27,919,88,1007,MacDonnell (S)
