LGA_MAIN11,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total,LGA_NAME11
26080,0,422,422,480,15,495,101,3,104,139,0,139,43,0,43,13,0,13,776,440,1216,Queenscliffe (B)
26170,0,2819,2819,3878,211,4089,1314,16,1330,1290,0,1290,643,0,643,282,0,282,7407,3046,10453,South Gippsland (S)
26260,0,2035,2035,2279,131,2410,731,34,765,785,4,789,407,0,407,128,0,128,4330,2204,6534,Southern Grampians (S)
26350,0,13199,13199,11537,2680,14217,4311,872,5183,4099,228,4327,1654,54,1708,441,30,471,22042,17063,39105,Stonnington (C)
26430,0,1185,1185,1499,82,1581,463,0,463,370,0,370,164,0,164,84,0,84,2580,1267,3847,Strathbogie (S)
26490,0,1935,1935,3050,194,3244,1310,56,1366,1581,19,1600,713,4,717,195,0,195,6849,2208,9057,Surf Coast (S)
26610,0,2080,2080,2464,210,2674,1011,45,1056,902,17,919,548,3,551,275,11,286,5200,2366,7566,Swan Hill (RC)
26670,0,658,658,925,25,950,247,4,251,265,0,265,149,0,149,52,0,52,1638,687,2325,Towong (S)
26700,0,3149,3149,3599,209,3808,1438,20,1458,1321,10,1331,652,0,652,237,0,237,7247,3388,10635,Wangaratta (RC)
26730,0,3370,3370,3817,354,4171,1642,94,1736,1583,29,1612,783,15,798,324,3,327,8149,3865,12014,Warrnambool (C)
26810,0,4423,4423,5496,313,5809,2069,34,2103,1954,3,1957,983,3,986,383,4,387,10885,4780,15665,Wellington (S)
26890,0,571,571,652,19,671,183,0,183,190,0,190,104,0,104,37,0,37,1166,590,1756,West Wimmera (S)
26980,0,13570,13570,16031,1387,17418,8806,527,9333,9667,328,9995,3664,157,3821,1228,106,1334,39396,16075,55471,Whitehorse (C)
27070,0,7629,7629,13969,775,14744,9546,221,9767,10978,87,11065,4624,38,4662,2340,16,2356,41457,8766,50223,Whittlesea (C)
27170,0,3400,3400,4210,389,4599,2021,64,2085,1926,17,1943,873,3,876,317,4,321,9347,3877,13224,Wodonga (RC)
27260,0,8832,8832,14399,1214,15613,10369,208,10577,10758,54,10812,4542,13,4555,2405,6,2411,42473,10327,52800,Wyndham (C)
27350,0,9680,9680,9438,2656,12094,3580,1334,4914,2623,461,3084,759,107,866,284,39,323,16684,14277,30961,Yarra (C)
27450,0,10305,10305,15703,977,16680,8385,138,8523,9343,32,9375,4147,8,4155,1635,7,1642,39213,11467,50680,Yarra Ranges (S)
27630,0,935,935,1035,48,1083,317,3,320,281,3,284,156,4,160,70,0,70,1859,993,2852,Yarriambiack (S)
29399,0,52,52,41,12,53,3,3,6,13,0,13,3,0,3,0,0,0,60,67,127,Unincorporated Vic
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30250,0,27,27,22,4,26,15,0,15,25,0,25,19,0,19,108,0,108,189,31,220,Aurukun (S)
30300,0,410,410,504,43,547,224,4,228,211,0,211,138,0,138,86,0,86,1163,457,1620,Balonne (S)
11000,0,332,332,363,24,387,103,0,103,110,0,110,50,0,50,23,0,23,649,356,1005,Bombala (A)
30370,0,1218,1218,1782,95,1877,706,28,734,750,3,753,395,3,398,181,0,181,3814,1347,5161,Banana (S)
30410,0,343,343,390,22,412,159,6,165,166,0,166,71,0,71,38,3,41,824,374,1198,Barcaldine (R)
30450,0,40,40,50,6,56,15,0,15,10,0,10,7,0,7,3,0,3,85,46,131,Barcoo (S)
30760,0,269,269,301,13,314,114,0,114,103,0,103,46,0,46,20,0,20,584,282,866,Blackall Tambo (R)
34570,0,18,18,22,0,22,12,3,15,12,0,12,10,0,10,35,0,35,91,21,112,Lockhart River (S)
34580,0,2400,2400,4137,322,4459,1730,98,1828,1603,53,1656,903,22,925,623,9,632,8996,2904,11900,Lockyer Valley (R)
34590,0,16049,16049,26619,2520,29139,16205,454,16659,16080,120,16200,7789,24,7813,5428,10,5438,72121,19177,91298,Logan (C)
34710,0,437,437,484,37,521,197,5,202,189,3,192,104,0,104,71,0,71,1045,482,1527,Longreach (R)
34770,0,7755,7755,12517,1025,13542,6091,253,6344,6439,77,6516,2976,18,2994,1407,4,1411,29430,9132,38562,Mackay (R)
34800,0,100,100,85,10,95,41,0,41,30,3,33,16,0,16,15,0,15,187,113,300,McKinlay (S)
36810,0,4341,4341,5924,399,6323,2061,44,2105,1912,10,1922,926,5,931,610,3,613,11433,4802,16235,Tablelands (R)
37310,0,2698,2698,3693,288,3981,1449,56,1505,1483,14,1497,811,3,814,452,3,455,7888,3062,10950,Western Downs (R)
59250,0,26,26,28,3,31,14,0,14,6,0,6,9,0,9,25,0,25,82,29,111,Wiluna (S)
34420,0,35,35,36,9,45,22,0,22,35,0,35,25,0,25,70,0,70,188,44,232,Kowanyama (S)
59320,0,36,36,52,3,55,27,0,27,31,0,31,7,0,7,0,0,0,117,39,156,Woodanilling (S)
59330,0,89,89,69,5,74,24,0,24,20,0,20,12,0,12,0,0,0,125,94,219,Wyalkatchem (S)
11250,0,2508,2508,2517,138,2655,980,7,987,783,3,786,339,0,339,162,0,162,4781,2656,7437,Broken Hill (C)
36360,0,9371,9371,12827,1019,13846,5729,200,5929,5430,48,5478,2509,13,2522,1384,7,1391,27879,10658,38537,Rockhampton (R)
40310,0,2037,2037,3117,151,3268,1169,11,1180,1302,5,1307,530,0,530,186,0,186,6304,2204,8508,Barossa (DC)
40430,0,329,329,435,21,456,91,0,91,79,0,79,54,0,54,20,0,20,679,350,1029,Barunga West (DC)
10050,0,5584,5584,5849,636,6485,2528,133,2661,2403,46,2449,1014,10,1024,409,5,414,12203,6414,18617,Albury (C)
10110,0,2466,2466,2723,310,3033,1135,83,1218,1078,29,1107,524,10,534,228,3,231,5688,2901,8589,Armidale Dumaresq (A)
11050,0,319,319,336,15,351,103,0,103,99,0,99,66,0,66,28,0,28,632,334,966,Boorowa (A)
11100,0,3465,3465,3699,485,4184,2506,132,2638,2414,44,2458,927,13,940,430,4,434,9976,4143,14119,Botany Bay (C)
11150,0,285,288,282,23,305,103,0,103,116,0,116,74,0,74,54,0,54,632,308,940,Bourke (A)
11200,0,169,169,148,20,168,91,0,91,64,0,64,29,0,29,54,0,54,386,189,575,Brewarrina (A)
11720,0,4342,4342,5878,419,6297,2905,39,2944,2688,6,2694,1316,3,1319,629,4,633,13416,4813,18229,Cessnock (C)
10150,0,4181,4181,4220,692,4912,2500,212,2712,2268,77,2345,774,24,798,334,14,348,10096,5200,15296,Ashfield (A)
10200,0,3760,3760,5028,654,5682,4126,249,4375,4201,121,4322,2096,62,2158,1741,42,1783,17192,4888,22080,Auburn (C)
10250,0,4261,4261,5632,457,6089,2087,77,2164,1914,17,1931,792,0,792,354,5,359,10779,4817,15596,Ballina (A)
10300,0,224,224,292,10,302,115,3,118,101,0,101,54,0,54,29,0,29,591,237,828,Balranald (A)
10350,0,11454,11454,13810,902,14712,9754,166,9920,10567,57,10624,6005,24,6029,4484,15,4499,44620,12618,57238,Bankstown (C)
10470,0,3547,3547,4364,393,4757,1929,100,2029,1910,45,1955,905,13,918,445,3,448,9553,4101,13654,Bathurst Regional (A)
10550,0,3464,3464,5009,301,5310,1605,30,1635,1369,3,1372,629,0,629,264,0,264,8876,3798,12674,Bega Valley (A)
10600,0,1380,1380,1817,146,1963,661,19,680,602,3,605,266,0,266,115,0,115,3461,1548,5009,Bellingen (A)
10650,0,1027,1027,1267,55,1322,335,0,335,313,0,313,161,0,161,90,0,90,2166,1082,3248,Berrigan (A)
10750,0,15098,15098,22577,1631,24208,17965,278,18243,19731,105,19836,9598,45,9643,6601,27,6628,76472,17184,93656,Blacktown (C)
10800,0,645,645,815,45,860,262,4,266,236,0,236,152,0,152,104,0,104,1569,694,2263,Bland (A)
10850,0,677,677,868,38,906,335,3,338,333,0,333,196,0,196,101,0,101,1833,718,2551,Blayney (A)
10900,0,7183,7183,8934,680,9614,4259,89,4348,4238,20,4258,1812,5,1817,807,4,811,20050,7981,28031,Blue Mountains (C)
10950,0,316,316,320,20,340,139,0,139,139,0,139,77,0,77,38,0,38,713,336,1049,Bogan (A)
11300,0,2209,2209,2617,419,3036,1839,229,2068,1916,137,2053,823,61,884,457,21,478,7652,3076,10728,Burwood (A)
11350,0,3090,3090,3436,587,4023,1620,159,1779,1428,72,1500,549,15,564,239,3,242,7272,3926,11198,Byron (A)
11400,0,1105,1105,1707,66,1773,619,3,622,626,3,629,379,3,382,195,0,195,3526,1180,4706,Cabonne (A)
11450,0,2589,2589,4910,261,5171,3060,47,3107,4205,5,4210,1842,7,1849,946,3,949,14963,2912,17875,Camden (A)
11500,0,8854,8854,12484,912,13396,8851,105,8956,8833,26,8859,4226,9,4235,2986,0,2986,37380,9906,47286,Campbelltown (C)
11520,0,6459,6459,8649,1002,9651,4798,341,5139,4483,106,4589,1598,23,1621,548,9,557,20076,7940,28016,Canada Bay (A)
11550,0,9746,9746,11669,1112,12781,8582,233,8815,8074,127,8201,3839,49,3888,2470,27,2497,34634,11294,45928,Canterbury (C)
11600,0,284,284,327,27,354,120,0,120,121,0,121,63,0,63,43,0,43,674,311,985,Carrathool (A)
11700,0,267,267,223,15,238,84,3,87,62,0,62,36,0,36,49,0,49,454,285,739,Central Darling (A)
11730,0,5327,5327,7139,462,7601,2503,44,2547,2173,15,2188,1018,0,1018,576,0,576,13409,5848,19257,Clarence Valley (A)
11750,0,526,526,559,32,591,207,3,210,217,0,217,117,0,117,60,0,60,1160,561,1721,Cobar (A)
11800,0,6935,6935,9021,750,9771,3606,114,3720,3367,28,3395,1518,10,1528,726,0,726,18238,7837,26075,Coffs Harbour (C)
11860,0,116,116,197,9,206,70,0,70,78,0,78,48,0,48,30,0,30,423,125,548,Conargo (A)
12000,0,376,376,536,32,568,167,0,167,184,0,184,127,0,127,66,0,66,1080,408,1488,Coolamon (A)
12050,0,1169,1169,1351,77,1428,462,7,469,450,3,453,217,0,217,92,0,92,2572,1256,3828,Cooma-Monaro (A)
12150,0,459,459,531,33,564,189,0,189,160,0,160,97,0,97,68,0,68,1045,492,1537,Coonamble (A)
12200,0,897,897,1143,42,1185,340,0,340,308,0,308,157,0,157,66,0,66,2014,939,2953,Cootamundra (A)
12300,0,1260,1260,1729,105,1834,470,10,480,499,0,499,232,0,232,103,0,103,3033,1375,4408,Corowa Shire (A)
12350,0,1459,1459,1657,97,1754,570,9,579,511,8,519,292,3,295,136,0,136,3166,1576,4742,Cowra (A)
40520,0,1209,1209,1491,75,1566,590,4,594,478,0,478,226,4,230,95,0,95,2880,1292,4172,Berri and Barmera (DC)
17100,0,2151,2151,2843,319,3162,2217,157,2374,2108,74,2182,911,40,951,538,20,558,8617,2761,11378,Strathfield (A)
17150,0,16307,16307,22522,1604,24126,12046,211,12257,14256,46,14302,6249,8,6257,2096,4,2100,57169,18180,75349,Sutherland Shire (A)
17200,0,29226,29226,21886,6477,28363,6562,2225,8787,3782,1180,4962,990,312,1302,368,162,530,33588,39582,73170,Sydney (C)
17310,0,5608,5608,7220,510,7730,3043,60,3103,2787,16,2803,1311,3,1314,585,0,585,14946,6197,21143,Tamworth Regional (A)
17350,0,708,708,816,43,859,262,0,262,248,0,248,129,0,129,84,0,84,1539,751,2290,Temora (A)
17400,0,858,858,992,55,1047,313,8,321,245,0,245,125,0,125,89,0,89,1764,921,2685,Tenterfield (A)
17420,0,6393,6393,14523,643,15166,9889,130,10019,13331,44,13375,5778,38,5816,2503,24,2527,46024,7272,53296,The Hills Shire (A)
17450,0,387,387,503,17,520,147,0,147,129,0,129,66,0,66,41,0,41,886,404,1290,Tumbarumba (A)
22310,0,13867,13867,13795,1731,15526,7355,656,8011,8222,221,8443,2971,70,3041,983,25,1008,33326,16570,49896,Glen Eira (C)
22410,0,2298,2298,2697,144,2841,1006,20,1026,1012,8,1020,389,0,389,140,0,140,5244,2470,7714,Glenelg (S)
22490,0,1079,1079,2142,85,2227,938,7,945,1184,0,1184,594,4,598,265,0,265,5123,1175,6298,Golden Plains (S)
40070,0,3445,3445,2342,804,3146,619,357,976,313,132,445,100,32,132,28,6,34,3402,4776,8178,Adelaide (C)
40120,0,2508,2508,4725,204,4929,2194,20,2214,2577,5,2582,1027,4,1031,349,0,349,10872,2741,13613,Adelaide Hills (DC)
40220,0,2481,2481,3949,185,4134,1092,24,1116,1103,0,1103,470,0,470,200,0,200,6814,2690,9504,Alexandrina (DC)
44000,0,10,10,10,0,10,0,0,0,4,0,4,0,0,0,0,0,0,14,10,24,Maralinga Tjarutja (AC)
30900,0,55,55,46,4,50,11,3,14,16,3,19,14,0,14,14,0,14,101,65,166,Boulia (S)
31000,0,91383,91383,112233,17189,129422,57931,6588,64519,57507,2537,60044,23741,801,24542,10560,306,10866,261972,118804,380776,Brisbane (C)
36510,0,2897,2897,4901,290,5191,1913,29,1942,1806,9,1815,915,0,915,512,7,519,10047,3232,13279,Scenic Rim (R)
36580,0,1711,1711,2853,197,3050,1132,12,1144,1059,9,1068,539,0,539,305,0,305,5888,1929,7817,Somerset (R)
36630,0,3073,3073,4451,334,4785,1448,28,1476,1372,10,1382,710,3,713,430,0,430,8411,3448,11859,South Burnett (R)
36660,0,3407,3407,4693,275,4968,1673,36,1709,1527,13,1540,766,3,769,467,3,470,9126,3737,12863,Southern Downs (R)
36710,0,27375,27375,42638,3646,46284,16501,727,17228,16402,189,16591,6490,39,6529,2699,7,2706,84730,31983,116713,Sunshine Coast (R)
31750,0,34,34,40,0,40,13,0,13,21,0,21,7,0,7,4,0,4,85,34,119,Bulloo (S)
32250,0,199,199,201,15,216,61,3,64,73,0,73,38,0,38,54,0,54,427,217,644,Carpentaria (S)
32260,0,2655,2655,3654,291,3945,1463,34,1497,1238,12,1250,624,3,627,332,3,335,7311,2998,10309,Cassowary Coast (R)
32270,0,1755,1755,2612,281,2893,1387,71,1458,1588,25,1613,825,3,828,425,0,425,6837,2135,8972,Central Highlands (R)
32310,0,1052,1052,1435,108,1543,574,14,588,565,0,565,280,0,280,179,0,179,3033,1174,4207,Charters Towers (R)
36910,0,14099,14099,18527,1397,19924,7721,298,8019,7422,58,7480,3711,16,3727,1929,4,1933,39310,15872,55182,Toowoomba (R)
36950,0,173,173,157,26,183,121,4,125,116,0,116,75,0,75,143,0,143,612,203,815,Torres (S)
36960,0,183,183,172,11,183,129,0,129,112,0,112,113,0,113,222,0,222,748,194,942,Torres Strait Island (R)
37010,0,13396,13396,19039,2319,21358,9936,635,10571,9155,205,9360,4063,51,4114,2155,14,2169,44348,16620,60968,Townsville (C)
41060,0,12890,12890,13215,1286,14501,5965,298,6263,5906,119,6025,1956,24,1980,778,20,798,27820,14637,42457,Charles Sturt (C)
41140,0,915,915,1283,77,1360,409,6,415,419,5,424,216,0,216,71,0,71,2398,1003,3401,Clare and Gilbert Valleys (DC)
44060,0,10118,10118,10677,1048,11725,5025,301,5326,4497,84,4581,1515,23,1538,541,9,550,22255,11583,33838,Marion (C)
32330,0,33,33,41,4,45,25,0,25,28,0,28,34,0,34,80,0,80,208,37,245,Cherbourg (S)
32450,0,248,248,260,32,292,111,4,115,111,5,116,70,0,70,68,0,68,620,289,909,Cloncurry (S)
32500,0,451,451,427,44,471,146,7,153,127,0,127,79,0,79,55,0,55,834,502,1336,Cook (S)
32600,0,26,26,31,0,31,7,4,11,16,0,16,8,0,8,10,0,10,72,30,102,Croydon (S)
37300,0,184,184,307,37,344,165,0,165,179,0,179,83,0,83,47,0,47,781,221,1002,Weipa (T)
32750,0,39,39,26,3,29,15,0,15,11,0,11,3,0,3,4,0,4,59,42,101,Diamantina (S)
41330,0,339,339,192,13,205,65,3,68,54,0,54,19,0,19,25,0,25,355,355,710,Coober Pedy (DC)
32770,0,17,17,22,7,29,21,0,21,19,0,19,24,0,24,103,0,103,189,24,213,Doomadgee (S)
33100,0,117,117,111,10,121,45,0,45,28,0,28,22,0,22,9,0,9,215,127,342,Etheridge (S)
33200,0,187,187,249,16,265,88,3,91,61,0,61,41,0,41,20,0,20,459,206,665,Flinders (S)
33220,0,9201,9201,14410,1027,15437,4733,109,4842,4287,21,4308,1902,4,1906,1053,0,1053,26385,10362,36747,Fraser Coast (R)
33360,0,3839,3839,6186,563,6749,3090,103,3193,3345,27,3372,1528,3,1531,723,0,723,14872,4535,19407,Gladstone (R)
33430,0,41750,41750,58979,8234,67213,28470,1964,30434,26499,555,27054,10406,127,10533,4601,35,4636,128955,52665,181620,Gold Coast (C)
33610,0,1047,1047,1248,95,1343,507,11,518,490,0,490,315,0,315,123,0,123,2683,1153,3836,Goondiwindi (R)
33620,0,4437,4437,6634,415,7049,2233,62,2295,2116,9,2125,967,3,970,575,3,578,12525,4929,17454,Gympie (R)
33800,0,1214,1214,1672,80,1752,595,8,603,563,0,563,263,0,263,93,0,93,3186,1302,4488,Hinchinbrook (S)
33830,0,29,29,34,5,39,31,0,31,41,0,41,40,0,40,47,0,47,193,34,227,Hope Vale (S)
33960,0,11476,11476,16475,1590,18065,9732,287,10019,9412,85,9497,4358,13,4371,2893,7,2900,42870,13458,56328,Ipswich (C)
33980,0,1259,1259,1880,179,2059,1021,47,1068,1311,8,1319,642,0,642,304,0,304,5158,1493,6651,Isaac (R)
34830,0,20,20,17,0,17,12,0,12,6,0,6,5,0,5,12,0,12,52,20,72,Mapoon (S)
35250,0,53,53,39,6,45,25,0,25,28,0,28,25,0,25,69,0,69,186,59,245,Mornington (S)
35300,0,1514,1514,1784,226,2010,988,59,1047,985,14,999,486,3,489,342,0,342,4585,1816,6401,Mount Isa (C)
35600,0,474,474,536,33,569,214,5,219,237,0,237,93,0,93,63,0,63,1143,512,1655,Murweh (S)
35670,0,22,22,29,0,29,31,0,31,28,0,28,25,0,25,47,0,47,160,22,182,Napranum (S)
35760,0,1122,1122,1526,99,1625,488,14,502,402,8,410,214,5,219,108,0,108,2738,1248,3986,North Burnett (R)
35780,0,111,111,106,8,114,80,3,83,70,4,74,58,0,58,123,0,123,437,126,563,Northern Peninsula Area (R)
47800,0,598,598,799,49,848,258,4,262,232,0,232,118,0,118,60,0,60,1467,651,2118,The Coorong (DC)
47910,0,332,332,409,15,424,111,0,111,109,0,109,61,0,61,12,0,12,702,347,1049,Tumby Bay (DC)
35790,0,44,44,53,6,59,34,0,34,45,0,45,46,0,46,156,0,156,334,50,384,Palm Island (S)
35800,0,251,251,227,11,238,86,0,86,58,0,58,44,0,44,30,0,30,445,262,707,Paroo (S)
36070,0,26,26,44,0,44,31,0,31,18,0,18,12,0,12,32,0,32,137,26,163,Pormpuraaw (S)
36150,0,121,121,126,5,131,48,3,51,44,3,47,26,0,26,5,0,5,249,132,381,Quilpie (S)
36250,0,9704,9704,16067,1050,17117,7946,218,8164,8805,47,8852,3720,7,3727,1604,3,1607,38142,11029,49171,Redland (C)
36300,0,87,87,107,7,114,41,4,45,37,0,37,27,0,27,5,0,5,217,98,315,Richmond (S)
37400,0,184,184,186,14,200,66,0,66,54,0,54,28,0,28,15,0,15,349,198,547,Winton (S)
50490,0,4091,4091,4107,630,4737,1999,222,2221,1538,71,1609,658,22,680,342,13,355,8644,5049,13693,Belmont (C)
50560,0,202,202,273,9,282,71,3,74,54,0,54,26,0,26,20,0,20,444,214,658,Beverley (S)
37550,0,47,47,26,4,30,33,0,33,29,0,29,24,0,24,59,0,59,171,51,222,Woorabinda (S)
47290,0,265,265,289,16,305,88,3,91,109,0,109,45,0,45,15,0,15,546,284,830,Southern Mallee (DC)
37570,0,11,11,14,0,14,8,0,8,14,0,14,11,0,11,10,0,10,57,11,68,Wujal Wujal (S)
39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40250,0,142,142,80,11,91,41,0,41,58,0,58,55,0,55,139,0,139,373,153,526,Anangu Pitjantjatjara (AC)
40700,0,4885,4885,5292,368,5660,2139,90,2229,2508,43,2551,982,13,995,261,15,276,11182,5414,16596,Burnside (C)
40910,0,4954,4954,5887,370,6257,2905,108,3013,3039,41,3080,1036,27,1063,340,3,343,13207,5503,18710,Campbelltown (C)
41010,0,352,352,446,32,478,153,4,157,150,0,150,82,0,82,54,0,54,885,388,1273,Ceduna (DC)
41190,0,215,215,246,16,262,66,3,69,79,0,79,49,0,49,15,0,15,455,234,689,Cleve (DC)
52800,0,393,393,397,34,431,185,14,199,222,0,222,166,0,166,247,0,247,1217,441,1658,Derby-West Kimberley (S)
41830,0,202,202,275,8,283,82,0,82,69,0,69,28,0,28,21,0,21,475,210,685,Flinders Ranges (DC)
41960,0,133,133,194,7,201,56,0,56,43,0,43,39,0,39,7,0,7,339,140,479,Franklin Harbour (DC)
44210,0,1040,1040,1285,67,1352,372,6,378,313,0,313,152,0,152,52,0,52,2174,1113,3287,Mid Murray (DC)
44340,0,5887,5887,7633,554,8187,3559,169,3728,4050,56,4106,1392,20,1412,435,7,442,17069,6693,23762,Mitcham (C)
44550,0,2363,2363,3600,232,3832,1667,28,1695,1914,6,1920,790,3,793,293,0,293,8264,2632,10896,Mount Barker (DC)
54170,0,8850,8850,16818,994,17812,9291,297,9588,11146,101,11247,4141,34,4175,1320,7,1327,42716,10283,52999,Joondalup (C)
42030,0,2297,2297,2772,169,2941,1270,19,1289,1103,3,1106,383,0,383,157,4,161,5685,2492,8177,Gawler (T)
42110,0,519,519,613,31,644,201,4,205,188,0,188,91,0,91,35,0,35,1128,554,1682,Goyder (DC)
42250,0,511,511,999,42,1041,378,3,381,494,0,494,221,0,221,68,0,68,2160,556,2716,Grant (DC)
44620,0,3155,3155,3396,255,3651,1376,33,1409,1243,3,1246,553,0,553,204,0,204,6772,3446,10218,Mount Gambier (C)
44830,0,342,342,471,20,491,114,0,114,121,0,121,60,0,60,24,0,24,790,362,1152,Mount Remarkable (DC)
45040,0,2149,2149,2530,188,2718,1002,26,1028,916,8,924,474,10,484,195,9,204,5117,2390,7507,Murray Bridge (RC)
54830,0,2213,2213,3028,280,3308,1733,46,1779,1566,8,1574,692,4,696,415,3,418,7434,2554,9988,Kwinana (T)
42600,0,5396,5396,4803,520,5323,1714,107,1821,1559,29,1588,573,6,579,123,4,127,8772,6062,14834,Holdfast Bay (C)
42750,0,561,561,690,41,731,214,4,218,174,0,174,76,0,76,23,0,23,1177,606,1783,Kangaroo Island (DC)
43080,0,115,115,148,11,159,54,0,54,45,0,45,31,0,31,8,0,8,286,126,412,Karoonda East Murray (DC)
43220,0,114,114,150,9,159,52,0,52,50,0,50,33,0,33,3,0,3,288,123,411,Kimba (DC)
43360,0,274,274,371,21,392,111,0,111,102,0,102,35,0,35,11,0,11,630,295,925,Kingston (DC)
43650,0,876,876,1587,67,1654,725,11,736,963,3,966,410,0,410,146,0,146,3831,957,4788,Light (RegC)
43710,0,388,388,633,28,661,238,3,241,265,0,265,127,0,127,54,0,54,1317,419,1736,Lower Eyre Peninsula (DC)
43790,0,1269,1269,1676,59,1735,565,9,574,546,0,546,245,3,248,101,0,101,3133,1340,4473,Loxton Waikerie (DC)
43920,0,579,579,929,70,999,482,3,485,528,0,528,217,0,217,111,0,111,2267,652,2919,Mallala (DC)
47490,0,212,212,273,10,283,93,3,96,91,0,91,55,0,55,19,0,19,531,225,756,Streaky Bay (DC)
47630,0,653,653,865,55,920,296,6,302,329,3,332,196,3,199,64,0,64,1750,720,2470,Tatiara (DC)
47700,0,7731,7731,12537,650,13187,5875,103,5978,6269,31,6300,2086,4,2090,673,5,678,27440,8524,35964,Tea Tree Gully (C)
45090,0,798,798,1162,55,1217,415,8,423,447,10,457,170,3,173,48,7,55,2242,881,3123,Naracoorte and Lucindale (DC)
