SA4_MAIN11,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,SA4_NAME11
309,6104,4844,3233,1449,571,178,26287,1832,3853,3643,2843,1885,647,167,45,14915,810,1414,1000,578,370,195,118,28,4513,1920,2732,2590,1617,1211,588,227,51,10936,52,30,19,25,35,26,12,8,207,94,199,249,202,154,75,33,7,1013,3203,2816,2794,2698,2573,2614,2632,1903,21233,13309,24735,24049,20213,14949,8338,4854,2560,113007,478,892,756,696,554,300,110,37,3823,584,1421,1171,715,321,71,12,3,4298,1855,5085,6122,6727,5891,4168,1996,593,32437,1439,3585,4174,3739,2873,1754,726,163,18453,355,865,935,687,406,217,83,28,3576,1514,4123,4554,4673,3325,1651,733,209,20782,508,2889,3516,3342,3043,1561,525,163,15547,4473,10259,9663,7596,5647,2818,1103,328,41887,2645,5357,5187,4099,2951,1216,376,91,21922,1374,2284,1641,980,676,372,196,49,7572,2633,4284,4173,2666,1878,986,345,79,17044,116,58,31,46,52,47,21,13,384,180,413,532,471,380,212,113,39,2340,6748,6355,6081,5731,5343,4968,4612,2856,42694,24902,47870,48536,42168,Gold Coast
310,2585,1880,935,319,104,31,10734,916,2180,1869,1517,917,290,68,11,7768,262,440,345,166,108,55,22,8,1406,915,1211,918,472,296,99,31,18,3960,27,14,22,10,7,10,3,0,93,35,119,113,108,59,23,8,9,474,1650,1359,1488,1273,1069,1087,976,602,9504,6542,12251,11026,8742,5740,2933,1583,791,49608,159,629,580,391,282,98,32,9,2180,415,969,672,372,133,31,0,3,2595,1452,3836,4193,4155,3164,1861,745,158,19564,646,1227,1195,1055,926,588,223,45,5905,247,493,512,357,218,90,32,9,1958,594,1712,1902,1835,1354,674,250,62,8383,283,1398,1632,1553,1255,598,172,52,6943,2174,4719,4025,3056,1690,593,213,62,16532,1271,2896,2573,2162,1350,491,134,28,10905,446,690,526,297,198,105,44,11,2317,1237,1742,1405,777,532,203,82,21,5999,51,28,41,19,12,17,7,4,179,85,249,303,292,193,100,21,17,1260,4142,3623,3742,3193,2471,2140,1754,889,21954,13202,24211,23301,19514,Ipswich
311,2830,2110,1304,406,136,40,12170,1039,2313,1893,1458,872,202,41,8,7826,289,447,293,169,107,51,14,9,1379,939,1078,959,528,323,159,53,7,4046,27,19,18,19,15,3,3,3,107,27,117,120,106,67,20,6,0,463,1925,1327,1539,1407,1311,1076,877,500,9962,7169,12238,11142,9099,6438,2829,1449,650,51014,152,413,414,291,259,95,21,4,1649,429,913,669,370,160,38,3,0,2582,1509,3609,4112,4294,3781,1983,701,135,20124,857,1721,1701,1523,1259,686,215,40,8002,192,451,419,337,181,91,25,3,1699,526,1539,1656,1786,1309,537,204,54,7611,300,1485,1608,1560,1335,547,130,31,6996,2405,4918,4205,3242,2089,764,216,64,17903,1439,2987,2535,1952,1265,367,95,19,10659,512,740,483,296,227,98,34,16,2406,1258,1599,1473,879,614,308,89,14,6234,58,27,27,26,21,13,8,6,186,85,255,291,255,170,82,35,10,1183,4268,3013,3320,3034,2742,2138,1547,775,20837,13990,23670,22913,19845,Logan - Beaudesert
312,1385,998,444,175,42,8,5903,387,849,827,662,365,92,13,3,3198,100,219,164,93,45,21,3,0,645,560,839,664,383,213,67,19,9,2754,4,4,3,11,3,3,3,0,31,28,61,65,58,25,7,3,3,250,931,907,851,900,721,574,571,302,5757,3686,7059,6188,5292,3146,1452,867,389,28079,91,239,236,165,114,64,25,3,937,132,190,137,94,49,9,3,0,614,1719,4258,4230,3879,2479,1080,403,74,18122,500,1013,980,943,766,395,107,17,4721,147,407,360,281,122,47,16,11,1391,320,949,975,1281,772,293,114,41,4745,190,1044,1131,1006,738,288,102,24,4523,1133,2393,1968,1569,807,284,79,14,8247,479,1036,1022,831,479,147,29,6,4029,141,293,226,145,102,37,8,0,952,750,1227,1017,643,376,134,45,12,4204,15,13,3,19,11,3,7,0,71,64,138,165,165,86,31,20,6,675,2443,2796,2666,2711,2015,1301,1044,482,15458,8124,15996,15116,13732,Mackay
313,1962,1633,1059,478,177,64,8501,800,1396,1377,1213,907,304,70,8,6075,183,249,237,144,99,61,40,7,1020,625,819,797,441,347,159,75,24,3287,22,10,4,9,16,8,3,0,72,24,70,77,77,49,22,8,6,333,1198,894,1091,1026,998,1110,1179,718,8214,4688,7409,8316,7263,5822,3431,2040,991,39960,90,207,251,207,212,125,43,13,1148,307,418,371,264,153,32,6,0,1551,907,2047,2984,3063,2981,2163,954,245,15344,602,1102,1301,1185,1057,734,336,94,6411,178,391,396,337,177,121,36,8,1644,351,1031,1586,1660,1440,784,328,102,7282,172,801,1142,1159,1202,697,242,74,5489,1485,2669,2794,2523,1786,878,303,86,12524,1072,1806,1834,1595,1281,507,140,29,8264,298,386,357,251,173,130,70,16,1681,848,1212,1174,716,554,312,108,34,4958,48,14,10,16,22,18,7,3,138,44,149,192,214,162,80,42,9,892,2786,2145,2475,2273,2161,2200,2108,1081,17229,9188,14378,16867,15463,Moreton Bay - North
314,2331,1605,794,242,75,19,8316,588,1395,1326,965,580,135,27,8,5024,226,331,318,153,87,37,36,5,1193,562,697,650,374,228,87,23,5,2626,13,7,5,0,6,6,4,3,44,12,74,104,75,33,21,3,0,322,623,446,552,516,476,388,405,320,3726,3608,7794,8731,6417,3991,1614,787,425,33367,105,344,465,341,221,96,20,3,1595,211,592,687,377,133,32,0,0,2032,775,2232,3144,2971,2209,1174,352,106,12963,503,1061,1203,904,675,396,119,36,4897,104,342,370,232,135,58,18,3,1262,393,1225,1823,1623,990,404,145,39,6642,154,1089,1550,1332,1055,441,104,21,5746,1265,3288,3903,2860,1675,544,149,32,13716,837,1901,1916,1374,900,264,75,11,7278,406,531,511,289,169,69,46,10,2031,727,1044,1016,582,376,150,41,5,3941,19,14,12,3,11,6,4,3,72,39,161,247,175,106,51,13,3,795,1380,1014,1252,1185,988,773,695,442,7729,6918,14838,18099,14248,Moreton Bay - South
315,551,400,171,38,8,3,2238,180,449,359,304,172,48,5,4,1521,32,79,51,39,17,9,5,3,235,183,241,197,116,60,14,9,3,823,5,5,4,3,6,0,3,0,26,14,31,38,27,11,6,0,3,130,653,648,615,585,425,308,216,57,3507,1895,3514,2892,2445,1475,641,297,89,13248,30,149,100,63,40,19,3,0,404,40,80,38,28,21,6,0,0,213,606,1391,1261,1154,796,322,75,17,5622,203,399,380,326,283,128,41,3,1763,280,359,334,261,128,53,13,3,1431,155,496,553,586,415,142,33,10,2390,197,710,506,458,304,94,28,6,2303,402,890,767,607,289,82,21,3,3061,234,617,497,417,264,84,14,4,2131,50,114,77,58,32,16,5,3,355,257,396,349,220,139,37,12,3,1413,13,10,4,9,6,0,3,0,45,31,72,78,74,41,16,3,3,318,1769,1918,1712,1469,1114,741,458,123,9304,4267,7601,6656,5730,Queensland - Outback
316,3158,2842,2062,1043,424,125,13646,827,1792,2073,2018,1660,653,166,32,9221,304,635,660,502,332,215,89,24,2761,884,1225,1528,1016,688,351,117,33,5842,31,11,6,16,7,16,11,4,102,38,87,184,149,112,59,26,7,662,1231,846,1236,1288,1296,1552,1696,1165,10310,5673,10721,14314,13757,10894,6661,3684,1759,67463,118,380,511,477,471,334,132,33,2456,294,405,452,350,243,85,16,0,1845,1028,2434,3713,4604,4234,3392,1738,478,21621,832,1988,2667,2604,2110,1194,616,158,12169,262,705,853,725,472,293,125,26,3461,571,2065,3243,3780,2731,1625,776,256,15047,231,1464,2597,2914,2865,1729,582,136,12518,1882,3561,4747,4342,3604,2063,857,234,21290,1097,2306,2913,2751,2449,1152,331,75,13074,544,987,979,755,585,362,145,32,4389,1239,1989,2390,1623,1104,590,204,49,9188,55,19,14,19,20,29,21,9,186,92,176,365,318,269,180,91,25,1516,2802,1989,2748,2874,2663,2908,2914,1804,20702,11047,20468,28192,28136,Sunshine Coast
317,1299,949,511,200,100,22,5383,446,917,833,766,496,169,45,11,3683,146,220,187,134,69,45,19,5,825,524,520,427,269,146,74,23,6,1989,20,14,10,3,3,3,3,0,56,21,50,65,71,40,25,12,5,289,719,487,492,535,565,619,822,620,4859,3488,5663,5661,5149,3660,2111,1421,785,27938,103,258,264,226,155,90,27,10,1133,178,306,209,134,68,17,3,0,915,829,1815,1774,1864,1359,834,412,95,8982,436,652,672,690,545,325,140,32,3492,189,387,432,412,226,131,38,8,1823,397,1127,1300,1449,1143,619,274,94,6403,165,891,1143,1280,1124,586,214,47,5450,1206,2098,2019,1606,1022,404,157,44,8556,563,1217,1173,1062,760,333,114,23,5245,217,342,284,211,119,74,30,9,1286,721,808,672,434,275,145,45,14,3114,38,26,13,12,12,3,6,4,114,47,115,145,164,107,58,27,9,672,1527,1156,1171,1186,1156,1155,1349,872,9572,6616,11198,11271,10730,Toowoomba
318,1952,1466,712,211,64,21,7913,690,1424,1304,1183,730,252,48,11,5642,189,308,240,150,80,57,22,4,1050,678,844,729,409,237,71,24,6,2998,14,8,13,4,4,6,4,0,53,20,95,102,79,44,23,6,9,378,1400,1130,1182,1105,895,851,811,552,7926,5350,9683,9004,7541,4722,2350,1330,674,40654,229,687,529,445,295,128,20,7,2340,290,399,283,179,78,20,6,0,1255,1570,3635,3689,3581,2723,1497,589,95,17379,572,1136,1141,1183,997,520,210,42,5801,226,510,415,328,162,82,33,5,1761,694,1978,2020,1889,1207,530,224,57,8599,255,1258,1502,1442,1166,523,178,24,6348,1487,3100,2899,2373,1340,409,132,47,11787,963,1907,1807,1585,1072,393,81,22,7830,287,465,350,262,154,89,31,8,1646,919,1304,1196,733,460,182,45,9,4848,33,13,18,9,10,12,7,0,102,64,212,270,218,125,69,23,14,995,3304,2777,2812,2720,2108,1733,1539,807,17800,10893,19381,18931,16947,Townsville
319,2014,1811,1368,592,183,32,9142,579,1306,1559,1645,1181,347,67,11,6695,122,172,187,159,152,104,38,13,947,759,905,938,650,476,238,48,18,4032,11,3,11,9,17,10,6,3,70,17,38,75,88,70,33,12,3,336,1216,780,1126,1273,1482,1951,1816,1095,10739,4751,7554,9351,9685,8157,5214,2860,1331,48903,48,188,280,256,293,157,54,15,1291,208,278,221,204,168,49,6,0,1134,1136,2089,2968,3832,4203,3308,1304,284,19124,495,910,1244,1510,1583,1184,447,85,7458,293,598,738,639,403,230,89,15,3005,399,1246,1835,2424,2107,1184,473,87,9755,254,1259,1833,2002,1843,1071,307,81,8650,1593,2490,2748,2587,2132,1047,344,69,13010,736,1609,1986,2102,1663,618,143,27,8884,185,279,287,248,272,176,69,23,1539,1080,1382,1432,1074,868,475,128,39,6478,24,11,21,16,30,23,9,6,140,51,105,188,218,227,144,59,8,1000,2769,1930,2604,2901,3244,3948,3387,1710,22493,9271,14374,18385,20013,Wide Bay
397,0,4,3,0,0,0,11,3,0,0,8,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,5,7,9,3,0,33,13,17,10,22,10,9,6,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,12,13,9,11,3,0,67,3,3,0,4,5,0,4,0,19,3,3,0,3,0,0,0,0,9,4,3,4,0,0,0,0,0,11,0,4,0,8,0,0,3,0,15,0,13,0,4,3,0,3,0,23,3,0,3,8,3,0,0,3,20,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,8,12,15,22,14,12,6,3,92,33,54,42,62,Migratory - Offshore - Shipping (Qld)
399,66,86,87,28,5,0,454,55,97,53,52,69,13,0,0,339,28,44,15,9,14,5,3,0,118,50,37,20,26,36,16,0,0,185,5,5,0,0,0,0,0,0,10,0,5,5,3,3,0,0,0,16,134,113,97,91,128,59,21,10,653,407,614,384,409,543,200,46,13,2616,21,51,33,8,29,11,6,0,159,9,32,21,15,13,4,0,0,94,79,197,154,142,307,195,34,0,1108,25,97,56,67,116,57,17,3,438,26,36,31,27,28,9,4,0,161,35,100,64,96,122,51,8,3,479,19,53,41,56,96,42,7,0,314,92,202,98,127,148,61,10,3,741,73,136,78,79,103,33,4,0,506,31,86,31,22,29,12,3,0,214,69,65,47,46,61,33,3,3,327,8,5,0,0,0,0,0,0,13,3,16,17,11,20,7,3,0,77,340,371,344,324,349,196,68,15,2007,830,1447,1015,1020,Special Purpose Codes SA4 (Qld)
401,3349,2527,1530,616,259,145,13415,863,2450,2371,2282,1981,790,251,78,11066,439,1024,769,606,318,181,91,33,3461,579,763,794,625,405,196,101,35,3498,41,9,20,14,14,13,11,3,125,71,179,222,192,160,91,30,12,957,1150,886,910,974,959,1031,1336,1297,8543,6237,14081,14402,13487,10902,5558,3295,2160,70122,411,1313,1326,1205,1023,496,192,77,6043,275,1278,956,628,327,65,3,0,3532,1006,2808,3413,3557,2853,1783,1074,392,16886,579,1094,1327,1202,941,617,312,107,6179,214,545,652,580,344,166,90,30,2621,1066,3512,3848,4169,3316,1762,921,357,18951,274,1336,1887,2681,3533,1698,553,251,12213,2425,6062,6219,5076,3590,1635,627,277,25911,1358,3746,3641,3587,3470,1531,499,158,17990,808,1774,1317,1010,592,309,137,47,5994,893,1366,1291,1000,606,303,143,50,5652,78,18,27,20,20,18,15,3,199,123,376,397,367,302,175,68,39,1847,2700,2228,2088,2247,1995,1886,2173,1794,17111,12210,27456,28389,27329,Adelaide - Central and Hills
402,3682,2591,1473,532,236,74,15510,1425,3148,2764,2301,1419,399,86,18,11560,300,590,381,216,131,79,26,12,1735,1193,1649,1237,786,427,200,73,15,5580,30,30,34,32,27,11,4,3,171,52,221,180,135,76,39,26,7,736,2103,1516,1662,1677,1654,1771,1947,1170,13500,8807,17585,14820,12270,8538,4515,3066,1481,71082,259,1020,815,546,410,173,70,17,3310,462,1751,985,550,280,56,8,0,4092,1964,5406,6003,5754,5062,3244,1618,391,29442,939,1457,1390,1274,1099,877,426,82,7544,353,684,532,432,277,102,50,8,2438,1038,3087,3004,3112,2050,797,372,87,13547,355,1705,1687,1577,1802,897,303,66,8392,2815,7339,5870,4395,2802,1083,420,118,24842,1995,4302,3778,3142,2042,665,197,34,16155,577,1072,661,420,284,158,54,16,3242,1633,2428,1903,1292,792,379,133,37,8597,57,46,53,48,33,23,10,6,276,129,463,423,362,244,99,83,21,1824,4690,3655,3764,3661,3241,3270,3397,1759,27437,17266,34415,30868,26565,Adelaide - North
403,3617,2856,1724,707,353,141,15098,1162,2795,2848,2629,1911,671,211,55,12282,330,755,567,376,252,128,72,25,2505,951,1356,1209,711,610,296,114,37,5284,19,13,21,22,26,15,9,3,128,56,161,193,175,129,55,32,12,813,1365,964,1050,1197,1276,1382,1836,1542,10612,7005,15595,15278,14282,11358,5734,3795,2298,75345,432,1173,1088,946,825,431,134,40,5069,314,1136,898,644,325,68,4,0,3389,1275,3722,4766,5213,4835,3036,1795,574,25216,923,1582,1583,1553,1334,812,462,158,8407,289,715,663,557,307,125,70,31,2757,922,3474,3776,4390,3205,1416,748,283,18214,285,1660,1966,2539,3276,1639,584,207,12156,2257,6312,6118,5289,3781,1657,827,308,26549,1638,3948,4110,3809,3098,1248,451,121,18423,655,1329,997,662,500,252,108,43,4546,1329,2067,1841,1167,932,497,186,61,8080,36,27,28,34,36,20,13,10,204,122,329,398,351,310,155,90,32,1787,2940,2214,2255,2692,2580,2452,3071,2201,20405,13417,29688,30487,29846,Adelaide - South
404,2284,1474,836,337,147,54,9178,588,1937,1594,1321,861,264,75,18,6658,223,605,395,221,120,59,26,7,1656,618,884,756,519,348,172,77,26,3400,30,5,7,18,16,10,12,3,101,46,161,165,96,59,30,30,4,591,960,881,856,967,945,1042,1417,1218,8286,4585,11131,9255,7664,5461,2854,2314,1526,44790,230,853,683,452,329,134,47,11,2739,225,1080,618,356,156,26,3,0,2464,995,2806,3159,3183,2579,1682,1119,409,15932,458,910,944,824,567,373,281,82,4439,144,336,292,226,128,55,25,6,1212,634,2267,1928,1825,1291,509,287,89,8830,203,1069,1132,1398,1483,635,233,94,6247,1761,4786,3879,2731,1708,733,358,135,16091,886,2822,2325,1973,1384,472,166,33,10061,435,1072,687,415,245,106,43,11,3014,933,1422,1188,831,547,278,124,38,5361,47,26,14,28,21,15,20,7,178,99,331,334,230,144,62,56,11,1267,2204,2040,1977,2146,1939,1957,2422,1744,16429,9254,21820,19160,16618,Adelaide - West
405,778,585,355,165,61,16,3076,245,486,625,680,479,148,36,5,2704,34,86,79,47,60,30,10,9,355,244,367,343,212,172,68,31,4,1441,11,8,15,6,0,3,0,0,43,5,19,33,32,22,18,7,0,136,378,207,301,415,470,560,664,363,3358,1544,3062,3512,3758,3093,1774,1086,501,18330,25,138,159,151,155,70,17,3,718,43,86,81,60,32,11,0,0,313,516,1038,1354,1566,1488,1087,487,103,7639,173,253,299,414,366,314,111,37,1967,198,517,529,431,271,101,33,9,2089,137,465,727,1235,983,437,180,62,4226,98,509,519,607,866,456,127,44,3226,384,1017,1126,956,711,343,120,32,4689,306,597,744,843,680,251,78,12,3511,50,127,120,87,103,62,26,9,584,337,541,520,374,289,136,59,7,2263,14,12,15,6,3,6,4,0,60,15,48,84,69,61,49,23,7,356,862,502,714,930,1029,1068,1185,534,6824,3158,5850,6991,7729,Barossa - Yorke - Mid North
406,645,428,238,67,21,15,2449,174,440,494,470,265,86,14,5,1948,22,69,59,37,18,12,3,0,220,184,316,233,155,94,31,13,3,1029,0,7,6,11,0,0,0,0,24,0,21,29,24,12,7,0,0,93,482,415,408,444,433,453,470,209,3314,1527,3093,2948,2647,1906,1020,670,275,14086,27,114,76,63,58,16,3,3,360,39,86,45,46,25,8,3,0,252,624,1372,1524,1578,1172,686,288,68,7312,175,270,290,336,335,196,92,16,1710,166,308,295,181,123,51,13,4,1141,143,454,638,754,521,190,87,13,2800,160,551,461,399,478,214,71,21,2355,381,941,917,648,458,142,33,18,3538,245,593,642,616,382,126,23,5,2632,35,102,90,72,44,24,6,0,373,245,472,375,243,169,77,26,3,1610,4,11,11,11,5,3,0,0,45,8,63,73,75,43,23,3,0,288,1197,1120,1190,1236,1033,954,803,332,7865,3449,6457,6627,6258,South Australia - Outback
407,1340,1120,647,328,126,34,5627,432,795,960,1036,796,279,71,8,4377,60,156,149,82,82,60,20,15,624,462,622,570,350,296,145,56,8,2509,9,18,12,17,12,4,7,5,84,8,44,59,56,47,17,6,14,251,722,476,679,721,873,1017,1154,672,6314,2848,5363,5980,5935,5281,3204,1973,947,31531,38,190,204,194,209,125,39,8,1007,87,160,119,88,94,16,6,3,573,740,1646,2096,2297,2222,1690,741,200,11632,382,579,591,695,595,405,236,63,3546,362,865,985,737,517,242,83,20,3811,252,804,1171,1719,1461,761,364,110,6642,154,763,835,896,1441,786,214,79,5168,798,1863,1928,1703,1278,694,255,70,8589,537,1020,1213,1318,1149,487,124,20,5868,101,224,207,159,164,119,43,20,1037,634,973,942,631,500,272,91,20,4063,14,18,22,23,17,9,12,8,123,45,97,136,129,126,67,39,26,665,1667,1286,1662,1740,1914,2031,2032,1035,13367,5811,10488,12111,12329,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,Migratory - Offshore - Shipping (SA)
499,18,13,9,4,0,0,98,12,31,18,23,10,0,0,0,94,3,11,10,3,3,0,0,0,30,9,15,6,3,5,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,24,28,24,34,23,26,34,38,231,88,178,101,108,84,42,34,38,673,4,14,8,3,3,4,0,0,36,0,13,7,3,4,0,0,0,27,19,60,31,49,46,33,0,0,238,10,20,16,11,14,7,0,0,78,9,18,3,3,3,0,0,0,36,5,29,18,18,18,5,0,0,93,3,20,10,14,16,6,0,0,69,34,46,39,20,25,10,0,3,177,12,43,35,29,18,0,3,4,144,6,17,14,8,6,0,0,0,51,12,28,9,11,9,4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10,59,93,87,108,78,55,63,58,601,173,401,277,281,Special Purpose Codes SA4 (SA)
