SA4_MAIN11,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,SA4_NAME11
501,1378,1072,727,302,113,32,5738,388,805,933,830,620,205,47,7,3835,99,217,226,186,124,57,32,8,949,461,601,636,374,242,105,28,8,2455,16,9,3,6,5,3,3,3,48,8,45,67,51,34,18,3,0,226,690,607,769,764,701,669,777,398,5375,3075,5690,6842,6103,4568,2416,1409,568,30671,67,303,377,313,202,99,38,4,1403,128,191,155,106,74,18,0,0,672,1128,2317,2792,2919,2222,1288,497,119,13282,585,872,879,998,737,414,180,36,4701,220,549,594,498,311,161,64,8,2405,234,913,1222,1520,1210,692,253,56,6100,183,830,1395,1453,1291,565,180,54,5951,959,1694,2014,1638,1212,570,182,55,8324,469,963,1169,1052,837,320,109,11,4930,149,308,320,271,198,95,48,11,1400,602,944,1051,656,410,183,68,11,3925,24,9,11,10,15,6,6,3,84,26,93,146,124,101,55,14,5,564,1701,1588,1856,1832,1601,1315,1310,621,11824,6475,11574,13981,13390,Bunbury
502,640,605,476,343,116,28,3140,239,352,442,477,251,109,42,10,1922,58,84,66,50,40,33,13,6,350,292,335,306,214,192,124,47,8,1518,8,5,3,0,3,4,0,0,23,7,18,25,19,16,8,10,0,103,435,312,397,373,463,547,663,322,3512,1711,2508,2961,2847,2315,1755,1184,438,15719,39,86,115,89,62,42,21,6,460,102,125,79,76,38,14,6,0,440,501,967,1287,1408,1282,1105,527,101,7178,275,361,423,444,363,411,209,34,2520,54,181,160,119,84,77,33,4,712,136,350,453,621,535,373,187,38,2693,112,366,569,599,528,306,143,31,2654,432,739,873,872,753,591,218,47,4525,295,450,542,588,367,189,84,18,2533,86,119,96,80,71,61,28,10,551,365,490,450,366,281,205,72,14,2243,11,10,3,0,7,10,0,0,41,23,45,71,68,51,41,25,11,335,1009,746,919,884,1018,1082,1165,532,7355,3440,5035,6040,6214,Mandurah
503,2131,1603,844,442,204,101,8905,551,1908,1620,1298,1108,427,227,64,7203,441,893,511,328,196,119,49,23,2560,283,441,314,223,159,61,45,19,1545,25,7,8,3,5,6,3,3,60,51,129,116,107,79,54,27,9,572,896,1370,739,694,684,523,644,685,6235,4376,11692,9071,8135,6046,3166,1986,1215,45687,492,1478,1023,1000,715,350,158,46,5262,177,909,509,397,141,40,4,0,2177,794,3089,2093,2062,1599,833,415,156,11041,448,1041,696,651,538,301,130,47,3852,88,376,254,193,136,113,55,17,1232,631,2486,2368,2545,1821,1101,592,208,11752,199,873,1102,1556,1636,847,355,139,6707,1499,4841,4176,3448,2091,1072,441,195,17763,883,2957,2561,2214,1938,853,381,113,11900,732,1475,796,558,356,180,71,27,4195,449,821,521,404,277,99,59,29,2659,42,13,15,9,9,11,7,6,112,92,242,202,196,142,89,45,20,1028,2053,3215,1824,1533,1512,1038,1081,922,13178,8579,23816,18140,16766,Perth - Inner
504,2456,1709,1004,472,156,45,9548,647,1629,1475,1286,894,300,79,10,6320,323,611,412,257,161,84,36,12,1896,658,882,806,483,324,126,40,14,3333,15,7,12,6,17,5,3,3,68,32,121,117,83,64,19,7,0,443,1242,1044,1203,1124,1037,931,834,536,7951,5104,10206,10140,8292,5869,3020,1581,741,44953,185,711,779,533,361,151,42,12,2774,279,900,606,375,148,36,3,0,2347,1479,3413,3956,4001,3174,1693,696,185,18597,621,1029,970,929,810,496,206,45,5106,172,399,418,302,188,85,28,3,1595,495,1492,1600,1609,1239,608,263,64,7370,333,1162,1652,1700,1312,646,206,61,7072,1554,3951,3806,2882,1768,809,283,79,15132,906,2217,2163,1830,1360,511,149,30,9166,560,1020,708,441,327,146,50,23,3275,888,1381,1271,852,570,240,88,18,5308,30,11,25,9,23,10,8,3,119,62,230,266,236,155,64,37,7,1057,2996,2889,2950,2628,2180,1811,1476,793,17723,10560,20805,21170,18327,Perth - North East
505,6212,4332,2626,1242,559,178,24134,1597,3690,3404,2584,1759,634,179,36,13883,637,1265,816,456,338,143,75,21,3751,1550,2104,2014,1285,765,312,118,38,8186,37,30,22,16,27,20,10,13,175,75,196,224,183,115,61,23,9,886,2465,2248,2166,1997,1849,1728,1956,1268,15677,11484,24784,24159,19438,12999,6535,3954,1903,105256,524,1808,1760,1387,850,361,131,38,6859,601,2018,1693,928,382,65,6,3,5696,2779,7182,8333,8461,6554,3504,1647,425,38885,1794,3105,3136,2877,2009,1112,548,125,14706,312,910,747,506,297,141,65,11,2989,1504,4477,4821,4602,2912,1418,605,171,20510,763,3092,4101,4334,3325,1482,571,181,17849,3562,10185,10246,7611,5080,2432,976,318,40410,2254,5188,4883,3757,2695,1057,348,72,20254,1139,2116,1392,777,602,252,123,32,6433,1983,3126,3025,2080,1190,542,198,67,12211,80,52,40,35,42,28,14,17,308,157,435,473,436,295,162,71,28,2057,5512,5348,4947,4453,3847,3196,3274,1869,32446,22964,49042,49597,42244,Perth - North West
506,4821,3431,2201,1070,424,152,21412,1533,3395,2751,2411,1679,586,173,42,12570,669,1117,643,386,242,154,66,28,3305,1271,1707,1394,835,625,282,82,19,6215,60,20,17,33,24,22,13,3,192,65,210,198,160,103,46,16,12,810,2573,2317,2162,1934,1924,1648,1924,1389,15871,11932,23314,18872,15641,11465,6000,3683,1977,92884,705,2023,1718,1197,810,359,115,35,6962,670,2395,1386,750,288,51,3,0,5543,3227,8144,7583,7466,6170,3270,1408,367,37635,1295,2023,1779,1680,1542,943,491,127,9880,376,898,743,537,369,201,94,26,3244,1459,3977,3267,3369,2525,1246,583,157,16583,692,2321,2711,3026,2622,1299,497,171,13339,4452,10357,7755,5792,4115,1923,693,228,35315,2119,4659,3855,3364,2588,1026,319,73,18003,1136,1850,1034,624,420,254,102,38,5458,1850,2866,2154,1412,1020,480,153,34,9969,110,41,38,54,44,38,23,7,355,159,423,469,386,286,132,64,33,1952,6159,5962,5194,4507,4103,3187,3213,2009,34334,24409,47939,39686,34164,Perth - South East
507,4119,3098,1859,785,416,132,16387,1144,2609,2595,2261,1514,529,163,32,10847,525,870,703,407,272,139,70,18,3004,1099,1383,1343,836,512,228,96,35,5532,37,14,12,23,16,7,4,6,119,50,146,196,147,85,49,22,12,707,1794,1361,1704,1452,1401,1377,1682,1031,11802,8555,16753,17307,14508,9712,5050,3320,1548,76753,429,1371,1348,1109,781,328,96,22,5484,507,1262,901,585,238,54,7,0,3554,2451,6077,6894,6759,4969,2686,1412,372,31620,920,1747,1753,1702,1211,831,425,99,8688,294,747,665,539,325,145,68,16,2799,1085,3203,3409,3333,2140,1155,546,187,15058,567,2038,2758,3010,2414,1118,438,107,12450,2590,6201,6575,5233,3467,1481,728,228,26503,1664,3558,3637,3173,2250,876,306,62,15526,840,1389,1067,682,481,215,89,24,4787,1397,2097,1999,1357,800,430,165,50,8295,66,24,26,47,24,17,7,9,220,114,314,419,339,237,128,69,22,1642,4042,3643,3956,3490,2997,2616,2808,1545,25097,16966,33671,35407,31358,Perth - South West
508,1598,1154,601,153,49,9,6566,439,1086,946,802,452,104,16,5,3850,107,312,234,146,67,30,13,0,909,570,885,700,337,185,76,25,5,2783,13,8,9,13,5,5,3,0,56,29,79,76,65,27,21,0,0,297,1892,2106,1983,1650,1104,685,470,197,10087,4996,10010,8749,6693,4009,1666,758,257,37138,155,589,511,242,140,35,6,4,1682,138,302,197,129,52,6,0,0,824,2181,5803,5366,4445,2700,895,289,50,21729,614,1287,1165,1047,734,307,106,20,5280,337,802,690,493,303,122,41,7,2795,397,1396,1606,1453,988,372,120,26,6358,328,1539,1560,1291,867,290,73,19,5967,1117,2757,2438,1842,1036,286,80,15,9571,598,1473,1328,1128,667,171,27,5,5397,175,453,353,227,152,49,21,0,1430,726,1390,1181,698,337,156,47,9,4544,33,24,17,24,8,11,3,0,120,77,186,238,208,110,45,13,4,881,4988,6733,6018,5066,3133,1569,924,333,28764,11864,24734,22668,18293,Western Australia - Outback
509,946,751,576,251,93,27,4008,239,558,599,661,573,185,47,7,2869,69,92,158,128,122,66,17,5,657,230,362,384,227,185,75,18,7,1488,3,10,11,4,6,7,0,0,41,6,30,34,31,31,20,5,3,160,507,406,570,623,634,585,579,279,4183,2045,4012,4765,4640,4037,2203,1133,476,23311,35,189,229,186,134,86,24,7,890,86,118,94,84,50,21,0,0,453,754,1366,1649,1865,1609,1005,397,103,8748,295,394,434,507,522,349,147,20,2668,362,809,827,724,518,252,100,14,3606,168,564,817,1143,1034,616,236,61,4639,151,686,966,1058,1094,501,151,70,4677,581,1164,1310,1144,969,440,151,39,5798,300,679,790,864,806,286,84,18,3827,104,136,212,204,201,102,31,8,998,291,535,627,441,312,163,48,13,2430,17,13,15,8,15,10,3,0,81,21,62,85,90,74,61,19,7,419,1388,1150,1463,1560,1454,1219,1086,468,9788,4553,7865,9518,9878,Western Australia - Wheat Belt
597,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,7,3,3,3,0,0,0,20,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,9,36,33,31,13,3,0,0,125,0,10,11,6,0,0,0,0,27,0,3,0,0,0,0,0,0,3,0,0,3,6,3,0,3,0,15,0,0,0,0,0,3,0,0,3,4,3,3,0,0,0,0,0,10,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,8,8,7,0,0,0,0,23,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,7,9,27,16,9,7,0,0,0,68,22,104,77,63,Migratory - Offshore - Shipping (WA)
599,43,49,50,21,3,0,296,31,67,34,25,27,13,0,0,197,19,36,9,6,9,3,0,0,82,17,28,17,21,15,3,0,0,101,0,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,17,64,94,98,65,70,24,11,3,429,204,489,296,249,308,99,17,3,1665,20,38,28,17,10,3,0,3,119,9,24,9,3,9,0,0,0,54,52,195,153,133,152,97,3,0,785,43,71,41,31,46,26,6,0,264,7,30,18,20,15,0,0,0,90,23,76,53,46,90,21,3,0,312,6,44,29,32,61,28,0,0,200,45,143,79,70,86,29,6,0,458,40,94,53,50,42,13,0,0,292,26,55,25,12,16,8,0,0,142,22,62,26,35,28,6,0,0,179,0,3,0,0,3,0,3,0,9,0,9,7,12,6,8,0,0,42,175,318,290,254,202,79,36,6,1360,468,1162,811,715,Special Purpose Codes SA4 (WA)
601,1967,1633,1050,440,235,97,8921,747,1759,1798,1726,1229,419,134,42,7854,187,425,410,310,226,129,67,33,1787,649,760,672,450,289,148,55,18,3041,11,8,5,5,5,9,8,4,55,62,115,130,129,97,42,13,13,601,1032,720,797,904,989,1066,1142,700,7350,4599,9030,9072,8937,7109,3807,2480,1201,46235,220,770,912,723,574,242,114,34,3589,317,851,510,333,164,33,6,0,2214,758,1890,2423,2695,2346,1614,890,254,12870,663,1016,1164,1284,857,586,294,90,5954,157,466,539,461,236,108,70,18,2055,481,1535,1780,2201,1843,909,479,165,9393,143,974,1242,1769,1941,980,467,159,7675,1582,3589,3166,2845,2100,940,463,153,14838,979,2461,2571,2488,2011,757,250,76,11593,321,714,688,541,442,224,109,42,3081,915,1336,1148,782,514,274,81,33,5083,26,16,10,9,12,14,11,7,105,104,235,267,233,202,104,46,29,1220,2300,1712,1764,1946,2019,2024,1898,1049,14712,8966,17565,18184,18310,Hobart
602,1104,1000,660,254,120,45,4850,346,735,930,883,702,202,60,10,3868,62,204,187,169,149,78,33,13,895,453,540,530,279,239,105,36,9,2191,13,5,4,6,3,4,0,3,38,18,49,62,50,41,23,9,0,252,590,381,470,533,650,797,826,436,4683,2468,4717,5191,5166,4392,2536,1526,662,26658,59,198,246,218,226,108,30,9,1094,120,316,181,143,76,14,6,0,856,654,1298,1665,2050,1769,1143,543,142,9264,409,556,679,770,570,364,206,43,3597,191,443,489,410,279,134,69,14,2029,282,847,1037,1364,1157,597,244,89,5617,117,707,834,1048,1114,660,260,76,4816,682,1650,1693,1582,1160,490,198,67,7522,429,927,1195,1182,1024,355,109,21,5242,134,349,299,255,252,128,54,21,1492,629,799,811,519,418,198,69,15,3458,21,5,8,12,6,7,4,3,66,28,103,118,132,118,71,28,5,603,1310,824,1027,1170,1359,1465,1454,700,9309,5065,9022,10282,10855,Launceston and North East
603,250,230,216,86,15,4,1148,54,163,276,270,226,78,8,4,1079,10,46,71,66,64,35,6,0,298,66,127,109,97,72,35,0,3,509,0,0,0,0,0,0,0,0,0,0,13,19,17,26,8,3,0,86,114,97,142,162,233,221,139,59,1167,420,950,1296,1390,1404,773,266,98,6597,3,52,82,104,84,48,18,3,394,19,42,41,41,32,4,0,0,179,111,281,443,524,527,345,126,26,2383,72,109,213,219,218,146,44,5,1026,65,168,194,181,108,63,10,3,792,31,101,192,293,319,157,60,16,1169,4,79,159,191,292,204,54,10,993,129,292,344,336,360,151,38,7,1657,76,196,356,359,347,141,28,7,1510,16,71,110,101,121,75,15,0,509,101,208,206,172,122,61,9,3,882,0,0,0,0,0,0,0,3,3,4,23,43,38,53,25,7,3,196,273,210,321,373,496,455,295,107,2530,904,1832,2704,2932,South East
604,814,823,486,157,73,25,3764,312,579,736,751,481,110,35,0,3004,53,85,96,118,82,39,16,3,492,410,435,376,224,151,57,26,5,1684,3,4,0,3,8,7,3,0,28,4,27,32,32,31,17,3,0,146,468,271,450,485,511,691,743,383,4002,2021,3358,3731,3953,3121,1896,1210,540,19830,23,115,121,114,103,81,32,4,593,93,155,107,122,67,26,3,0,573,588,1248,1615,1742,1399,941,390,106,8029,330,368,478,641,558,339,148,35,2897,134,321,358,307,156,61,28,13,1378,162,466,627,918,838,431,153,77,3672,74,536,567,726,774,508,182,58,3425,568,1184,1162,1198,839,297,131,30,5409,377,697,900,935,658,202,65,6,3840,79,127,146,168,129,66,29,6,750,530,660,577,404,293,136,47,8,2655,3,4,0,7,14,12,3,3,46,25,58,69,87,88,41,19,3,390,1063,623,935,1072,1069,1304,1256,590,7912,4049,6562,7662,8441,West and North West
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,4,0,3,0,0,0,15,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,6,4,3,0,3,0,0,16,0,4,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,5,0,4,0,0,0,3,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,8,0,3,0,0,0,17,6,24,18,10,Migratory - Offshore - Shipping (Tas.)
699,7,3,3,0,0,0,26,5,8,6,10,11,0,0,0,40,0,3,4,3,0,0,0,0,10,3,3,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,12,8,6,3,13,7,3,0,52,33,54,33,31,45,18,6,0,220,0,0,0,3,5,3,0,0,11,3,6,0,3,0,0,0,0,12,7,24,13,19,7,9,0,0,79,4,8,6,0,3,3,0,0,24,0,4,6,3,0,0,0,0,13,3,13,4,9,17,5,3,0,54,0,8,3,3,9,0,0,0,23,4,15,16,6,6,3,0,0,50,5,14,9,15,17,3,0,0,63,0,3,4,3,0,0,0,0,10,6,7,3,3,3,0,0,0,22,0,0,0,0,0,3,0,0,3,0,4,3,5,0,0,0,0,12,26,42,32,20,24,15,8,0,167,58,148,99,92,Special Purpose Codes SA4 (Tas.)
701,1460,1031,540,135,21,10,5632,351,1020,983,810,469,134,24,6,3797,70,261,172,124,73,18,4,0,722,361,510,391,235,82,33,13,5,1630,8,8,9,5,3,4,0,0,37,16,75,92,44,42,6,6,0,281,1076,1227,1197,996,714,378,211,78,5877,3094,7255,6383,5137,3169,1137,393,119,26687,60,377,359,287,190,67,16,0,1356,178,489,307,203,112,15,4,0,1308,896,2148,2241,2008,1370,593,155,21,9432,313,695,601,563,452,187,57,5,2873,154,359,359,254,128,51,11,4,1320,299,1338,1096,1027,673,224,76,16,4749,122,725,835,917,801,304,56,11,3771,887,2560,2282,1661,1000,259,44,15,8708,511,1504,1437,1194,753,258,58,12,5727,130,433,289,212,147,49,12,0,1272,528,882,693,437,202,69,18,5,2834,18,15,18,9,8,4,0,0,72,72,212,231,133,110,31,10,3,802,2869,3253,2867,2381,1726,881,463,134,14574,7037,14990,13615,11286,Darwin
702,577,449,242,42,7,0,2208,158,483,442,393,276,55,7,0,1814,38,112,92,75,30,13,0,3,363,186,218,167,111,60,8,4,4,758,0,10,9,3,5,3,3,0,33,12,39,43,24,15,5,0,0,138,1079,944,898,643,430,250,118,55,4417,2008,3857,3489,2927,1892,579,187,74,15013,36,165,125,106,73,27,0,0,532,33,130,82,61,23,6,0,0,335,383,963,1023,958,662,213,50,5,4257,156,417,346,313,228,96,13,0,1569,157,337,294,217,89,26,6,3,1129,116,724,699,714,468,112,36,4,2873,113,586,638,687,569,152,25,3,2773,299,923,892,703,467,78,13,0,3375,241,768,725,614,441,99,12,0,2900,71,191,160,128,77,27,0,3,657,274,398,299,230,113,19,7,4,1344,5,18,16,11,10,3,6,0,69,28,101,119,91,38,14,0,0,391,2299,2245,1997,1472,1030,544,210,82,9879,4211,7966,7415,6305,Northern Territory - Outback
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,10,8,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,3,0,0,0,18,9,22,10,15,Migratory - Offshore - Shipping (NT)
799,9,9,16,4,0,0,73,13,18,13,9,9,0,0,0,62,7,9,5,3,6,0,0,0,30,6,12,6,3,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,7,17,17,29,35,13,0,0,118,57,134,67,76,103,40,0,0,477,6,8,6,3,3,3,0,0,29,0,9,3,0,3,0,0,0,15,16,31,29,34,54,26,0,0,190,5,19,14,7,17,7,4,0,73,0,15,11,8,4,0,0,0,38,8,23,7,16,30,5,0,0,89,3,4,4,9,17,17,0,0,54,12,35,14,12,27,10,0,0,110,17,28,19,15,13,5,0,0,97,7,13,5,6,6,0,0,0,37,9,19,6,3,3,9,0,0,49,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,0,15,26,60,48,58,71,30,0,0,293,109,272,166,174,Special Purpose Codes SA4 (NT)
801,5048,3988,2677,1001,386,187,20966,1825,5997,4630,3997,2952,1162,382,95,21040,587,1554,1074,686,380,173,78,41,4573,767,1062,904,527,307,165,69,16,3817,32,9,10,13,3,9,6,0,82,121,388,386,344,221,87,34,16,1597,1839,1430,1218,1078,992,921,993,782,9253,9060,23216,20038,17219,12688,6093,2998,1501,92813,815,2554,2344,2225,1797,875,334,107,11051,944,3935,3095,2382,1058,202,17,0,11633,1040,3634,3745,3649,2958,1735,949,253,17963,858,1704,1644,1413,1152,707,352,104,7934,231,823,888,639,440,212,107,22,3362,708,2805,2845,3065,2269,1139,559,206,13596,381,2334,2410,2584,2796,1618,558,145,12826,3215,9218,8510,6942,4772,1851,658,313,35479,2861,9604,7722,6761,5641,2582,898,240,36309,1083,2646,1723,1162,690,286,129,55,7774,1195,1844,1548,911,509,270,125,27,6429,77,23,19,13,19,9,10,0,170,222,684,750,679,475,228,123,46,3207,4183,3456,2832,2475,2046,1709,1629,1105,19435,17813,45264,40075,34900,Australian Capital Territory
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (ACT)
899,12,6,3,0,0,0,32,9,20,5,14,3,0,0,0,51,0,6,0,3,3,0,0,0,12,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,0,3,4,0,3,0,3,21,29,57,38,33,16,7,0,3,183,6,6,8,0,0,3,0,0,23,0,4,3,6,3,0,0,0,16,3,9,4,3,3,0,0,0,22,3,0,6,0,0,0,0,0,9,0,0,0,0,3,3,0,0,6,4,14,7,6,6,0,0,0,37,0,5,4,0,7,4,0,0,20,9,20,17,9,6,3,0,0,64,12,29,11,18,7,3,0,0,80,0,11,0,3,3,0,0,0,17,4,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,18,13,13,14,7,3,0,3,71,59,117,80,64,Special Purpose Codes SA4 (ACT)
901,23,21,5,0,0,0,84,7,13,15,9,4,0,0,0,48,0,4,0,3,0,0,0,0,7,4,9,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,20,20,25,19,16,5,4,0,109,51,93,111,92,50,5,7,0,409,3,7,10,0,0,0,0,0,20,3,5,3,0,0,0,0,0,11,14,25,37,51,35,7,0,0,169,3,10,3,15,11,4,0,0,46,0,5,7,10,4,0,0,0,26,3,5,15,10,16,0,3,0,52,3,19,31,24,17,0,0,0,94,17,33,34,31,9,5,0,0,129,10,22,30,19,4,0,0,0,85,0,4,0,7,0,0,0,0,11,4,13,12,4,0,0,0,0,33,0,0,0,0,4,0,0,0,4,0,3,0,6,5,0,0,0,14,211,467,159,74,50,17,13,0,991,271,618,341,251,Other Territories
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Migratory - Offshore - Shipping (OT)
999,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,12,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,Special Purpose Codes SA4 (OT)
